#Classification	S-6-DICUND-B_bracken_F.kreport
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Baekduiaceae	4904
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae	120
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	835
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	835
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae	671
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae	155
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae	8
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	280
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	278
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	278
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria	39
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egicoccales	24
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egicoccales|f__Egicoccaceae	24
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egibacterales	14
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egibacterales|f__Egibacteraceae	14
k__Bacteria|p__Firmicutes	18198
k__Bacteria|p__Firmicutes|c__Bacilli	17377
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	17375
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	15790
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	269
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae	272
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	1042
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2
k__Bacteria|p__Firmicutes|c__Clostridia	810
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	801
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales_Family_XVII._Incertae_Sedis	10
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales_Family_XVI._Incertae_Sedis	318
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	128
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	211
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae	12
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Symbiobacteriaceae	1
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	91
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Heliobacteriaceae	27
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales	6
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales|f__Thermosediminibacteraceae	6
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	2
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae	2
k__Bacteria|p__Firmicutes|c__Limnochordia	8
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales	8
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales|f__Limnochordaceae	8
k__Bacteria|p__Firmicutes|c__Negativicutes	2
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2
k__Bacteria|p__Cyanobacteria	3467
k__Bacteria|p__Cyanobacteria|o__Nostocales	2626
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	2389
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae	42
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae	72
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	9
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae	98
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae	3
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Tolypothrichaceae	11
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	820
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Leptolyngbyaceae	819
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Pseudanabaenaceae	1
k__Bacteria|p__Cyanobacteria|o__Synechococcales	16
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae	16
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria	3
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales	3
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|f__Gloeobacteraceae	3
k__Bacteria|p__Chloroflexi	113
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	100
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales	100
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonosporobacteraceae	100
k__Bacteria|p__Chloroflexi|c__Chloroflexia	6
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales	6
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae	5
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Chloroflexaceae	1
k__Bacteria|p__Chloroflexi|c__Ardenticatenia	4
k__Bacteria|p__Chloroflexi|c__Ardenticatenia|o__Ardenticatenales	4
k__Bacteria|p__Chloroflexi|c__Ardenticatenia|o__Ardenticatenales|f__Ardenticatenaceae	4
k__Bacteria|p__Chloroflexi|c__Thermomicrobia	2
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales	1
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales|f__Thermomicrobiaceae	1
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales	1
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales|f__Sphaerobacteraceae	1
k__Bacteria|p__Chloroflexi|c__Anaerolineae	1
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales	1
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae	1
k__Bacteria|p__Armatimonadetes	93
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia	72
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales	72
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae	72
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes	21
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales	21
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae	21
k__Bacteria|p__Deinococcus-Thermus	21
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	21
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales	12
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae	12
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales	9
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae	9
k__Bacteria|p__Proteobacteria	327355
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	148834
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	95623
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae	76398
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae	8415
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae	2374
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae	3278
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Lichenihabitantaceae	502
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae	995
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae	693
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae	247
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae	294
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae	179
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aurantimonadaceae	591
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae	94
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phreatobacteraceae	116
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Kaistiaceae	171
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Stappiaceae	514
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Blastochloridaceae	136
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Parvibaculaceae	438
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Chelatococcaceae	97
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae	37
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Breoghaniaceae	27
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Pleomorphomonadaceae	17
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	29840
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	23368
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Azospirillaceae	4544
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	1794
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Stellaceae	72
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Elioraeaceae	60
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	16102
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	13979
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae	2064
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingosinicellaceae	58
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	5769
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	5769
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	1182
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	799
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Roseobacteraceae	382
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales	194
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales|f__Parvularculaceae	194
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	83
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales|f__Hyphomonadaceae	83
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	36
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae	34
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales|f__Maricaulaceae	1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	127400
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	123450
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	97242
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	18526
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	5176
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	2504
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	1718
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae	1689
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	28
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	1328
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae	992
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae	310
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae	25
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|f__Casimicrobiaceae	529
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	373
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sulfuricellaceae	38
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Usitatibacteraceae	8
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae	319
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae	2
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	48266
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	24729
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae	7143
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	13599
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae	172
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae	150
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae	3663
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	7637
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	7634
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae	3
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	6376
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	4367
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	2008
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	5702
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Steroidobacteraceae	5598
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae	103
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2737
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae	2737
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	357
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	355
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	167
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae	31
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae	122
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Woeseiaceae	6
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Wenzhouxiangellaceae	7
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	125
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	125
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	122
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	122
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	112
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	98
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae	14
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	109
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	109
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	39
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae	32
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae	7
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Immundisolibacterales	23
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Immundisolibacterales|f__Immundisolibacteraceae	23
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	16
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae	16
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae	1
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2705
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	2278
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae	1454
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Labilitrichaceae	207
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae	181
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Archangiaceae	204
