Taxon	coef	adj.p	taxRank	dataset	database	DAA_tool
Moraxellaceae	-0.092778799140274	0.917842691637293	Family	AD_Skin	KB45_GTDB	MaAsLin2
Nitrospiraceae	-0.0267578107864461	0.917842691637293	Family	AD_Skin	KB45_GTDB	MaAsLin2
Pasteurellaceae	-0.0923252827898292	0.917842691637293	Family	AD_Skin	KB45_GTDB	MaAsLin2
Peptoniphilaceae	0.17565800551298	0.917842691637293	Family	AD_Skin	KB45_GTDB	MaAsLin2
Propionibacteriaceae	0.155656433348226	0.917842691637293	Family	AD_Skin	KB45_GTDB	MaAsLin2
Pseudomonadaceae	-0.16765718981093	0.917842691637293	Family	AD_Skin	KB45_GTDB	MaAsLin2
Pseudonocardiaceae	-0.0356386548371308	0.917842691637293	Family	AD_Skin	KB45_GTDB	MaAsLin2
Rhodanobacteraceae	0.0377953444958401	0.917842691637293	Family	AD_Skin	KB45_GTDB	MaAsLin2
Rubrobacteraceae	0.0455673497067123	0.917842691637293	Family	AD_Skin	KB45_GTDB	MaAsLin2
Uba4765	-0.0448718868178436	0.917842691637293	Family	AD_Skin	KB45_GTDB	MaAsLin2
Xanthobacteraceae	-0.138302208738796	0.917842691637293	Family	AD_Skin	KB45_GTDB	MaAsLin2
Xanthomonadaceae	-0.127038802366899	0.917842691637293	Family	AD_Skin	KB45_GTDB	MaAsLin2
Micromonosporaceae	-0.00841980698924046	0.964706160895904	Family	AD_Skin	KB45_GTDB	MaAsLin2
Uba1268	-0.00782356801811668	0.964706160895904	Family	AD_Skin	KB45_GTDB	MaAsLin2
Burkholderiaceae	-0.0268006548180067	0.974125591591987	Family	AD_Skin	KB45_GTDB	MaAsLin2
Beijerinckiaceae	-0.00262053120054124	0.989785536538627	Family	AD_Skin	KB45_GTDB	MaAsLin2
Corynebacteriaceae	2.29033035816082	0.0276891589809172	Family	AD_Skin	KB45	MaAsLin2
Erwiniaceae	-0.665668152501746	0.0276891589809172	Family	AD_Skin	KB45	MaAsLin2
Actinomycetaceae	0.510575210612354	0.512720044157757	Family	AD_Skin	KB45	MaAsLin2
Bacillaceae	0.614820850423201	0.512720044157757	Family	AD_Skin	KB45	MaAsLin2
Bifidobacteriaceae	0.878650423557131	0.512720044157757	Family	AD_Skin	KB45	MaAsLin2
Coriobacteriaceae	0.298761661217321	0.512720044157757	Family	AD_Skin	KB45	MaAsLin2
Hydrogenophilaceae	0.415329166823989	0.512720044157757	Family	AD_Skin	KB45	MaAsLin2
Microbacteriaceae	0.214708528435021	0.512720044157757	Family	AD_Skin	KB45	MaAsLin2
Oscillospiraceae	0.488623118522578	0.512720044157757	Family	AD_Skin	KB45	MaAsLin2
Rikenellaceae	0.362590950715346	0.512720044157757	Family	AD_Skin	KB45	MaAsLin2
Bacteroidaceae	0.570435027131324	0.667426469688995	Family	AD_Skin	KB45	MaAsLin2
Enterobacteriaceae	0.827207932108468	0.667426469688995	Family	AD_Skin	KB45	MaAsLin2
Halomonadaceae	-0.248713039886743	0.667426469688995	Family	AD_Skin	KB45	MaAsLin2
Intrasporangiaceae	-0.142934427652986	0.667426469688995	Family	AD_Skin	KB45	MaAsLin2
Methylobacteriaceae	-0.264541263886555	0.667426469688995	Family	AD_Skin	KB45	MaAsLin2
Morganellaceae	0.488911871922784	0.667426469688995	Family	AD_Skin	KB45	MaAsLin2
Neisseriaceae	-0.396853728977679	0.667426469688995	Family	AD_Skin	KB45	MaAsLin2
Prevotellaceae	0.397737424107159	0.667426469688995	Family	AD_Skin	KB45	MaAsLin2
Sphingomonadaceae	0.431848335435502	0.667426469688995	Family	AD_Skin	KB45	MaAsLin2
Thermaceae	0.673441633625686	0.667426469688995	Family	AD_Skin	KB45	MaAsLin2
Weeksellaceae	0.112219925756579	0.667426469688995	Family	AD_Skin	KB45	MaAsLin2
Xanthomonadaceae	-0.387799037733877	0.667426469688995	Family	AD_Skin	KB45	MaAsLin2
Yersiniaceae	0.235297231764103	0.667426469688995	Family	AD_Skin	KB45	MaAsLin2
Staphylococcaceae	-0.479329139879445	0.788100695678058	Family	AD_Skin	KB45	MaAsLin2
Aerococcaceae	-0.17180241911606	0.849507096139441	Family	AD_Skin	KB45	MaAsLin2
Alcaligenaceae	0.381672894298803	0.849507096139441	Family	AD_Skin	KB45	MaAsLin2
Caulobacteraceae	0.169732519227174	0.849507096139441	Family	AD_Skin	KB45	MaAsLin2
Dermacoccaceae	0.246099167763427	0.849507096139441	Family	AD_Skin	KB45	MaAsLin2
Lachnospiraceae	0.429741952778966	0.849507096139441	Family	AD_Skin	KB45	MaAsLin2
Acetobacteraceae	0.091517327828467	0.874666884778789	Family	AD_Skin	KB45	MaAsLin2
Brevibacteriaceae	-0.0998070845821425	0.874666884778789	Family	AD_Skin	KB45	MaAsLin2
Brucellaceae	0.0616954204303605	0.874666884778789	Family	AD_Skin	KB45	MaAsLin2
Dietziaceae	0.052343548436976	0.874666884778789	Family	AD_Skin	KB45	MaAsLin2
Eggerthellaceae	0.0657577929656088	0.874666884778789	Family	AD_Skin	KB45	MaAsLin2
Enterococcaceae	0.218886407960682	0.874666884778789	Family	AD_Skin	KB45	MaAsLin2
Lactobacillaceae	0.282857099039068	0.874666884778789	Family	AD_Skin	KB45	MaAsLin2
Micrococcaceae	0.308555827978374	0.874666884778789	Family	AD_Skin	KB45	MaAsLin2
Pasteurellaceae	-0.203726013558607	0.890211265755624	Family	AD_Skin	KB45	MaAsLin2
Azospirillaceae	-0.162641447729597	0.93499793636511	Family	AD_Skin	KB45	MaAsLin2
Comamonadaceae	-0.113298680110577	0.93499793636511	Family	AD_Skin	KB45	MaAsLin2
Gordoniaceae	0.0491375396250008	0.93499793636511	Family	AD_Skin	KB45	MaAsLin2
Nocardiaceae	0.0573885086739536	0.93499793636511	Family	AD_Skin	KB45	MaAsLin2
Propionibacteriaceae	0.141517644560172	0.946198441219322	Family	AD_Skin	KB45	MaAsLin2
Pseudomonadaceae	-0.111724265189903	0.946198441219322	Family	AD_Skin	KB45	MaAsLin2
Rhodobacteraceae	0.0549856418350729	0.946198441219322	Family	AD_Skin	KB45	MaAsLin2
Streptococcaceae	0.142843969111863	0.946198441219322	Family	AD_Skin	KB45	MaAsLin2
Oxalobacteraceae	-0.0511935688770239	0.971657740601703	Family	AD_Skin	KB45	MaAsLin2
Burkholderiaceae	0.0163161852026641	0.976452780679476	Family	AD_Skin	KB45	MaAsLin2
Listeriaceae	0.016468186471549	0.976452780679476	Family	AD_Skin	KB45	MaAsLin2
Moraxellaceae	-0.0372042652110007	0.976452780679476	Family	AD_Skin	KB45	MaAsLin2
Mycobacteriaceae	-0.00974041527829982	0.976452780679476	Family	AD_Skin	KB45	MaAsLin2
Rhizobiaceae	0.0125578205292978	0.976452780679476	Family	AD_Skin	KB45	MaAsLin2
Enterococcaceae	-0.190832666231735	0.57853016739582	Family	AD_Skin	KB90_GTDB	MaAsLin2
Mycobacteriaceae	1.17802141225378	0.57853016739582	Family	AD_Skin	KB90_GTDB	MaAsLin2
Thermaceae	0.476013041579522	0.57853016739582	Family	AD_Skin	KB90_GTDB	MaAsLin2
Sphingomonadaceae	-0.299289989267253	0.618203888284886	Family	AD_Skin	KB90_GTDB	MaAsLin2
Acutalibacteraceae	0.159240594988587	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Azospirillaceae	-0.127418912172649	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Bacteroidaceae	0.51439742902259	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Burkholderiaceae	0.320300005581042	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Dermatophilaceae	0.146039071965229	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Halomonadaceae	0.152336124595911	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Lachnospiraceae	0.356336088916901	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Lactobacillaceae	0.317932702696488	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Micrococcaceae	0.565874207883269	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Moraxellaceae	-0.191995363736181	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Neisseriaceae	0.145874952836619	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Propionibacteriaceae	0.363370087886662	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Rikenellaceae	0.197542783766022	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Staphylococcaceae	-0.677834194904179	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Streptococcaceae	0.200038977729643	0.688983685713628	Family	AD_Skin	KB90_GTDB	MaAsLin2
Enterobacteriaceae	0.162914991295364	0.788040909628608	Family	AD_Skin	KB90_GTDB	MaAsLin2
Pseudomonadaceae	0.174500561208072	0.789425441356555	Family	AD_Skin	KB90_GTDB	MaAsLin2
Corynebacteriaceae	1.82008346715981	0.080214666669125	Family	AD_Skin	KB90	MaAsLin2
Alcaligenaceae	0.278730677552046	0.784262317549225	Family	AD_Skin	KB90	MaAsLin2
Azospirillaceae	0.167046256641592	0.784262317549225	Family	AD_Skin	KB90	MaAsLin2
Lactobacillaceae	0.297770488245724	0.784262317549225	Family	AD_Skin	KB90	MaAsLin2
Morganellaceae	0.347443736919339	0.784262317549225	Family	AD_Skin	KB90	MaAsLin2
Oxalobacteraceae	-0.210141709205149	0.784262317549225	Family	AD_Skin	KB90	MaAsLin2
Propionibacteriaceae	0.810789059084024	0.784262317549225	Family	AD_Skin	KB90	MaAsLin2
Staphylococcaceae	-0.60492357616172	0.784262317549225	Family	AD_Skin	KB90	MaAsLin2
Burkholderiaceae	0.282909781157216	0.834977417593594	Family	AD_Skin	KB90	MaAsLin2
Enterococcaceae	-0.160869585942618	0.834977417593594	Family	AD_Skin	KB90	MaAsLin2
Listeriaceae	0.0683356027646752	0.834977417593594	Family	AD_Skin	KB90	MaAsLin2
Moraxellaceae	0.235656014395733	0.834977417593594	Family	AD_Skin	KB90	MaAsLin2
Pasteurellaceae	-0.201885878274956	0.858709551298405	Family	AD_Skin	KB90	MaAsLin2
Bifidobacteriaceae	0.0934312499688369	0.866284271071784	Family	AD_Skin	KB90	MaAsLin2
Comamonadaceae	-0.0605200076662473	0.866284271071784	Family	AD_Skin	KB90	MaAsLin2
Enterobacteriaceae	0.119867724201667	0.866284271071784	Family	AD_Skin	KB90	MaAsLin2
Micrococcaceae	0.0793332556096881	0.866284271071784	Family	AD_Skin	KB90	MaAsLin2
Pseudomonadaceae	0.205077761399066	0.866284271071784	Family	AD_Skin	KB90	MaAsLin2
Sphingomonadaceae	-0.0458922925417199	0.866284271071784	Family	AD_Skin	KB90	MaAsLin2
Streptococcaceae	-0.00956501816424648	0.971719506055373	Family	AD_Skin	KB90	MaAsLin2
Corynebacteriaceae	1.35948876779977	0.204916146811673	Family	AD_Skin	MOTUS	MaAsLin2
Corynebacteriales fam..incertae.sedis	0.615040722455542	0.311611370621607	Family	AD_Skin	MOTUS	MaAsLin2
Alcaligenaceae	0.287111268178552	0.641264344102432	Family	AD_Skin	MOTUS	MaAsLin2
Burkholderiaceae	0.327513996698111	0.641264344102432	Family	AD_Skin	MOTUS	MaAsLin2
Burkholderiales fam..incertae.sedis	0.159386105678755	0.641264344102432	Family	AD_Skin	MOTUS	MaAsLin2
Chlorobi fam..incertae.sedis	0.364676636216359	0.641264344102432	Family	AD_Skin	MOTUS	MaAsLin2
Comamonadaceae	0.1044473955796	0.641264344102432	Family	AD_Skin	MOTUS	MaAsLin2
Micrococcaceae	-0.388249321017005	0.641264344102432	Family	AD_Skin	MOTUS	MaAsLin2
Moraxellaceae	-0.341589960480766	0.641264344102432	Family	AD_Skin	MOTUS	MaAsLin2
Oxalobacteraceae	0.261106426667119	0.641264344102432	Family	AD_Skin	MOTUS	MaAsLin2
Propionibacteriaceae	0.486626887086867	0.641264344102432	Family	AD_Skin	MOTUS	MaAsLin2
Pseudomonadaceae	0.322835267270444	0.641264344102432	Family	AD_Skin	MOTUS	MaAsLin2
Staphylococcaceae	-0.890498361512902	0.641264344102432	Family	AD_Skin	MOTUS	MaAsLin2
Streptococcaceae	-0.334201502411129	0.641264344102432	Family	AD_Skin	MOTUS	MaAsLin2
Thermaceae	0.381541538887355	0.641264344102432	Family	AD_Skin	MOTUS	MaAsLin2
Enterobacteriaceae	-0.146773151133467	0.710401680120211	Family	AD_Skin	MOTUS	MaAsLin2
Fgb1056	1.03999934114022	0.629964949350923	Family	AD_Skin	MPA_db2022	MaAsLin2
Fgb796	0.865259678862162	0.629964949350923	Family	AD_Skin	MPA_db2022	MaAsLin2
Thermaceae	0.652988214354275	0.629964949350923	Family	AD_Skin	MPA_db2022	MaAsLin2
Alcaligenaceae	0.59174106251164	0.636296837461527	Family	AD_Skin	MPA_db2022	MaAsLin2
Alicyclobacillaceae	0.181146841692728	0.636296837461527	Family	AD_Skin	MPA_db2022	MaAsLin2
Bacillaceae	0.342245578484827	0.636296837461527	Family	AD_Skin	MPA_db2022	MaAsLin2
Comamonadaceae	-0.296920137518765	0.636296837461527	Family	AD_Skin	MPA_db2022	MaAsLin2
Propionibacteriaceae	0.567783719704781	0.636296837461527	Family	AD_Skin	MPA_db2022	MaAsLin2
Pseudomonadaceae	0.538385485668831	0.636296837461527	Family	AD_Skin	MPA_db2022	MaAsLin2
Staphylococcaceae	-1.23962388236566	0.636296837461527	Family	AD_Skin	MPA_db2022	MaAsLin2
Streptococcaceae	-0.41207362973003703	0.636296837461527	Family	AD_Skin	MPA_db2022	MaAsLin2
Burkholderiaceae	0.429709268041595	0.636417576333885	Family	AD_Skin	MPA_db2022	MaAsLin2
Moraxellaceae	0.586340308251814	0.636417576333885	Family	AD_Skin	MPA_db2022	MaAsLin2
Micrococcaceae	-0.290610547275587	0.694960345016099	Family	AD_Skin	MPA_db2022	MaAsLin2
Oxalobacteraceae	0.173519290522603	0.852809023801398	Family	AD_Skin	MPA_db2022	MaAsLin2
Burkholderiales unclassified	-0.0300445800530787	0.970003263950026	Family	AD_Skin	MPA_db2022	MaAsLin2
Comamonadaceae	-0.534870233342209	0.693359430945211	Family	AD_Skin	MPA_db2023	MaAsLin2
Fgb796	0.897755311613667	0.693359430945211	Family	AD_Skin	MPA_db2023	MaAsLin2
Lawsonellaceae	1.28326330250302	0.693359430945211	Family	AD_Skin	MPA_db2023	MaAsLin2
Thermaceae	0.615766524188985	0.693359430945211	Family	AD_Skin	MPA_db2023	MaAsLin2
Alcaligenaceae	0.473424836209475	0.743400749295782	Family	AD_Skin	MPA_db2023	MaAsLin2
Alicyclobacillaceae	0.148618039183234	0.743400749295782	Family	AD_Skin	MPA_db2023	MaAsLin2
Bacillaceae	0.282026501906674	0.743400749295782	Family	AD_Skin	MPA_db2023	MaAsLin2
Micrococcaceae	-0.424526768939228	0.743400749295782	Family	AD_Skin	MPA_db2023	MaAsLin2
Propionibacteriaceae	0.517150432174844	0.743400749295782	Family	AD_Skin	MPA_db2023	MaAsLin2
Pseudomonadaceae	0.558980691467372	0.743400749295782	Family	AD_Skin	MPA_db2023	MaAsLin2
Staphylococcaceae	-1.16237555898788	0.743400749295782	Family	AD_Skin	MPA_db2023	MaAsLin2
Streptococcaceae	-0.289090353041331	0.743400749295782	Family	AD_Skin	MPA_db2023	MaAsLin2
Oxalobacteraceae	0.310373556964478	0.778736517769309	Family	AD_Skin	MPA_db2023	MaAsLin2
Burkholderiaceae	-0.154933649943682	0.944156735477853	Family	AD_Skin	MPA_db2023	MaAsLin2
Burkholderiales unclassified	-0.098533085016754507	0.944156735477853	Family	AD_Skin	MPA_db2023	MaAsLin2
Moraxellaceae	0.0198719712637003	0.983564815942193	Family	AD_Skin	MPA_db2023	MaAsLin2
Anoxybacillaceae	0.523160939777361	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Azospirillaceae	0.0693210284468231	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Bacillaceae	0.0585410681858079	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Burkholderiaceae	-0.0906929838955616	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Chitinophagaceae	0.377501298930107	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Dermatophilaceae	0.436672406655815	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Effusibacillaceae	0.330729311089569	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Halomonadaceae	0.238229299295416	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Lactobacillaceae	0.051722061237938	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Listeriaceae	0.304588771721844	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Microbacteriaceae	0.256501414476127	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Micrococcaceae	0.135173953586734	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Moraxellaceae	-0.145239491845592	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Mycobacteriaceae	1.40181363944938	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Nicil 2	0.829614800710622	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Propionibacteriaceae	-0.100326010444508	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Pseudomonadaceae	-0.0720358171465207	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Rhizobiaceae	0.273630624141876	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Rhodocyclaceae	0.292475564077584	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Sphingomonadaceae	0.287326714728382	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Staphylococcaceae	-0.878342156796116	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Streptococcaceae	-0.256067794073812	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Thermaceae	1.12889351516544	0.979286383982627	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Enterobacteriaceae	-0.0115021042137541	0.989441858554394	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Enterococcaceae	0.00699186612561165	0.989441858554394	Family	AD_Skin	SM_gtdb-rs214-full	MaAsLin2
Mycobacteriaceae	1.81359939119273	0.624707897630782	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Anoxybacillaceae	0.508839632221673	0.897626980868982	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Chitinophagaceae	0.680398052558442	0.897626980868982	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Dermatophilaceae	0.232473134841439	0.897626980868982	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Effusibacillaceae	0.331581902756887	0.897626980868982	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Halomonadaceae	0.187375010053237	0.897626980868982	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Listeriaceae	0.19232018807194	0.897626980868982	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Nicil 2	1.03648208384181	0.897626980868982	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Rhizobiaceae	0.270499453865763	0.897626980868982	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Rhodocyclaceae	0.226736646919715	0.897626980868982	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Sphingomonadaceae	0.535804659858581	0.897626980868982	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Staphylococcaceae	-0.712522349322314	0.897626980868982	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Streptococcaceae	-0.357908893599832	0.897626980868982	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Thermaceae	1.33506719874561	0.897626980868982	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Azospirillaceae	0.06047345868913	0.998027962741459	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Burkholderiaceae	-0.00108620528665251	0.998027962741459	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Enterobacteriaceae	0.0200897687198947	0.998027962741459	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Lactobacillaceae	0.0659231176256169	0.998027962741459	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Micrococcaceae	-0.0483022982063607	0.998027962741459	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Moraxellaceae	0.0132617686884469	0.998027962741459	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Propionibacteriaceae	-0.0154272757033562	0.998027962741459	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Pseudomonadaceae	-0.0267824766138771	0.998027962741459	Family	AD_Skin	SM_gtdb-rs214-rep	MaAsLin2
Mycobacteriaceae	1.91523073290447	0.61602735378079	Family	AD_Skin	SM_gtdb-rs220-rep	MaAsLin2
Actinomycetaceae	-0.23456683215073099	0.746567168881935	Family	AD_Skin	SM_gtdb-rs220-rep	MaAsLin2
Anoxybacillaceae	0.401276009904187	0.746567168881935	Family	AD_Skin	SM_gtdb-rs220-rep	MaAsLin2
B 17bo	0.385591450751012	0.746567168881935	Family	AD_Skin	SM_gtdb-rs220-rep	MaAsLin2
Chitinophagaceae	0.330768579204306	0.746567168881935	Family	AD_Skin	SM_gtdb-rs220-rep	MaAsLin2
Effusibacillaceae	0.333710972622898	0.746567168881935	Family	AD_Skin	SM_gtdb-rs220-rep	MaAsLin2
Listeriaceae	0.188668080472714	0.746567168881935	Family	AD_Skin	SM_gtdb-rs220-rep	MaAsLin2
