Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Butyricimonas	0.5112835031543234	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Campylobacter	NA	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Catenibacillus	0.7399455363513353	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Catenibacterium	0.7400447392441378	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Christensenella	0.15158540170810436	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Christensenellaceae unclassified	-1.7157834628818982	0.2716567582133613	Genus	MPA_db2022	NAFLD	ANCOMBC2
Cibionibacter	0.35650759880933247	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Clostridia unclassified	0.004957509041268288	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Clostridiaceae unclassified	0.36750761598878856	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Clostridium	-0.06711358548368533	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Coprobacillus	-0.23274782039119332	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Coprococcus	1.1458351169111463	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Dakarella	-1.7749242659584508	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Desulfovibrio	-0.7824066232195382	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Dialister	0.11941510703497403	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Eggerthella	-0.5322446519141897	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Eisenbergiella	-1.709966002660858	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Enterococcus	-0.5706814868743225	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Erysipelatoclostridium	1.499379603121434	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Erysipelotrichaceae unclassified	-0.9804262004539913	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Escherichia	-0.35869466653276444	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Eubacteriaceae unclassified	0.2861587142974829	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Eubacteriales Family XIII Incertae Sedis unclassified	0.1709267500296863	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Eubacterium	0.9140112780499343	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Evtepia	0.3302565713248404	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Ezakiella	0.09545877082663731	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Faecalibacillus	1.9275342718247677	0.18257466637162348	Genus	MPA_db2022	NAFLD	ANCOMBC2
Faecalibacterium	0.1758547598419698	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Faecalicatena	1.3363357493294854	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Faecalimonas	0.631126874289889	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Faecalitalea	-0.23191468333946771	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Fenollaria	-0.7418974287344363	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Fusobacterium	-1.5677832129280846	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB13404	-2.2852309113617486	0.10208508147193306	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB14025	-0.0505351633160112	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB1456	1.121106503633668	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB2652	0.25466958728183153	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB2653	0.5263510034277248	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB28262	NA	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB2848	-0.9883160040265532	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB2980	-0.5477907757296611	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB2982	0.20693362307499522	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB2987	0.19591453793100996	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB2998	-0.9096110523408937	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3000	2.627922847998076	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3005	-0.16560531466595507	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3033	1.0032584956091515	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3034	-1.5723719619520793	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3109	1.8244485054126736	0.7363680437715912	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3256	2.594707774089904	0.7153474246947833	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3277	-1.6829587201902498	0.8239632041031865	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3278	-3.585233364269065	0.9604341207346695	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3280	-1.385776512400774	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB32900	0.8892262352839087	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3304	-0.4776577657543004	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3321	0.06895350507784095	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB33469	-0.6461557531227573	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB33512	-1.3963483876694847	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB33586	-0.07357919006961837	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB33928	-0.15724993936935147	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3444	0.9774627122718154	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3453	0.5444705959519675	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB34797	1.6149030233969197	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3499	-1.8784972751718985	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3511	2.1905315386442905	0.8624219030605913	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3534	1.743369931379663	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3537	-2.612413174865758	0.5187113421186371	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3593	-1.0548849597593521	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3602	0.48411242646447966	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3612	-1.4298897657445053	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3614	-1.9940731914718166	0.32590277309182764	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3619	-0.5425034360065946	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3653	0.5174124632446135	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3730	-0.7225892514380976	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3746	0.04061797814446522	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3819	0.16074544238716704	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB3828	-0.18123330071957952	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB38744	-3.1915146145898663	0.10758516958849616	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB42389	-2.4202443643525084	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB42994	3.0413801811289045	0.07958428166641766	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB45432	0.46658319729635966	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB45491	-1.3914637281888995	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB4567	0.5249462683689318	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB51441	0.8015875900834839	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB51510	-1.8552659122219761	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB51647	3.278226983555097	0.4532795240277871	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB51959	1.2257974651031507	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB58158	0.7767467692482966	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB58233	-0.4122420381606058	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB74510	0.3981939418561239	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB79634	-0.42580894023125754	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB79734	-0.5747817082891487	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB79973	0.4333431191234846	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB79998	0.6327629236462811	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB80011	-0.6475849416756657	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB80055	-1.2433872566491384	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB80140	-1.0307688602155667	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9176	1.7111070902445669	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9186	1.8038728631758094	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9189	-0.9138003636977466	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9211	1.3471595829301553	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9290	0.0704762417386045	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9293	1.0278613411079858	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9296	-3.5233340108822464	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9302	0.0019348966414391908	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9342	-2.711098599551458	0.25469488979515686	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9345	-0.02485197112391324	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9453	-2.1466322332127303	0.2700898197594708	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9474	1.061130073423703	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9512	2.3786580908580146	0.34190091186459765	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9522	1.3077282440713625	0.3984893891477819	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9524	-1.5500083589661844	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9531	-0.5001886549551411	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9534	-0.21071128699907132	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9559	1.1144777792164846	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9581	0.16539066013491882	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9602	-0.93591133022365	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9614	-1.483844620072976	0.5424580528165843	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9635	-1.5092423066598188	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9640	-0.5574696817604724	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9697	1.9127862355557965	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9707	-0.05511333942249903	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9708	0.014638222183206321	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9712	0.26582372447134534	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9713	-1.490455352888951	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9719	-2.1132552610282214	0.09281615276700053	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9721	2.4460215587309584	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9747	-2.198864461646158	0.39825188596740063	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9758	0.6601939726675415	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9759	0.5231808760463617	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9760	0.8016056601604613	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9766	0.42827510714838457	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9767	0.044882915732190325	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9770	0.06289111690754158	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9781	0.34430885619978874	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9787	0.6025726238590848	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
GGB9790	0.20725241526180702	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Geddesella	0.94674939526116	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Gemmiger	0.5662008778612201	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Gordonibacter	1.0380439086564595	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Haemophilus	1.3348741373674449	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Holdemania	0.3453491065576087	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Hydrogenoanaerobacterium	-0.07744236645604129	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Intestinibacter	1.4609314376462257	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Intestinimonas	-1.7865114919124134	0.24942968204894558	Genus	MPA_db2022	NAFLD	ANCOMBC2
Lachnoclostridium	-0.4634814120345257	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Lachnospira	-0.045465468251252805	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Lachnotalea	-0.48666121115505373	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Lacrimispora	1.16504287517725	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Lactococcus	0.29790520020232647	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Ligilactobacillus	2.179358648664093	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Longicatena	0.7730196308307334	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Massiliimalia	-0.44305103136983276	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Massilimicrobiota	0.91742590163037	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Massilioclostridium	-0.27064734392705114	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Massilistercora	-1.5488980019818237	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Megamonas	0.7524225105495814	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Megasphaera	2.084913043888675	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Merdimonas	1.071780950626604	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Metaruminococcus	-0.7401657373538528	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Methylobacterium	-0.709896159590805	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Mogibacterium	-0.5297864082454641	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Monoglobus	-1.2848368886668313	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Nanosynsacchari	1.4551189969071092	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Neglectibacter	-0.428396613058583	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Neobittarella	1.3503906517426043	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Oscillibacter	-1.2495237284864484	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Oscillospiraceae unclassified	0.4782830815693409	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Parabacteroides	-2.267883643833265	0.20113487492511048	Genus	MPA_db2022	NAFLD	ANCOMBC2
Paralachnospira	-4.405537743320184	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Paraprevotella	-0.5879521888668194	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Pararuminococcus	-0.6125608421922796	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Parasutterella	-0.48741909970057296	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Paratractidigestivibacter	-0.352099207824529	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Peptoniphilus	0.7823771983577006	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Phascolarctobacterium	-1.298015759930317	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Phocaeicola	-1.1417265550020954	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Phocea	0.8435830064706507	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Porphyromonas	0.45428221101079636	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Pseudobutyricicoccus	-0.02619627996576698	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Pseudoflavonifractor	-0.9287563032503333	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Pseudoruminococcus	0.6953967443732273	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Roseburia	1.1017005676146705	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Rothia	0.7811115605892351	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Ruminococcus	1.307994335940586	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Ruthenibacterium	-1.1530488342180607	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Schneewindia	0.9153461046612379	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Sellimonas	-0.6126199074251877	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Senegalimassilia	0.21339645694084175	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Slackia	0.9577211664597695	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Solobacterium	0.06669960305784817	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Sphingomonas	0.5714312916128409	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Staphylococcus	0.7445420447954044	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Sutterella	-1.9842808494801674	0.13732239192947104	Genus	MPA_db2022	NAFLD	ANCOMBC2
Turicibacter	1.6747773551401375	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Veillonella	-0.32290826951506474	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Vescimonas	-0.38587559175493114	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Waltera	0.4643931768785502	1	Genus	MPA_db2022	NAFLD	ANCOMBC2
Acidaminococcus	-0.7317669312765551	1	Genus	MPA_db2023	NAFLD	ANCOMBC2
Adlercreutzia	1.0295483163528982	1	Genus	MPA_db2023	NAFLD	ANCOMBC2
Agathobaculum	-0.14797348849100553	1	Genus	MPA_db2023	NAFLD	ANCOMBC2
Akkermansia	-0.42981315131749337	1	Genus	MPA_db2023	NAFLD	ANCOMBC2
Amedibacillus	-0.828790327159943	1	Genus	MPA_db2023	NAFLD	ANCOMBC2
Anaerococcus	-0.22239108201026164	1	Genus	MPA_db2023	NAFLD	ANCOMBC2
Anaerofilum	-0.7397475541252428	1	Genus	MPA_db2023	NAFLD	ANCOMBC2
Anaerofustis	0.9109898566028657	1	Genus	MPA_db2023	NAFLD	ANCOMBC2
Anaeromassilibacillus	-1.1559256475789985	1	Genus	MPA_db2023	NAFLD	ANCOMBC2
Anaerosacchariphilus	-0.3252350511449414	1	Genus	MPA_db2023	NAFLD	ANCOMBC2
Anaerostipes	0.8833931260154406	1	Genus	MPA_db2023	NAFLD	ANCOMBC2
Anaerotignum	-1.0251319088680477	1	Genus	MPA_db2023	NAFLD	ANCOMBC2
