Taxon	coef	adj.p	taxRank	dataset	database	DAA_tool
Bacteroidaceae	-0.329329934020327	4.0822836706452e-4	Family	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Marinifilaceae	-0.0411896343194006	0.00689534191719278	Family	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Lachnospiraceae	0.220881394305951	0.0303716877492464	Family	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Tannerellaceae	-0.0651719902335403	0.0481556911866225	Family	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Anaerobutyricum	0.112991326477478	0.0449251579252956	Genus	NAFLD	KB51	MaAsLin2
Blautia	0.131714443847839	0.0449251579252956	Genus	NAFLD	KB51	MaAsLin2
Mediterraneibacter	0.124887398526845	0.0449251579252956	Genus	NAFLD	KB51	MaAsLin2
Phocaeicola	-0.185965847011302	0.0449251579252956	Genus	NAFLD	KB51	MaAsLin2
Bacteroides	-0.203695916325305	0.0225765352949927	Genus	NAFLD	MOTUS	MaAsLin2
Fusicatenibacter	0.128532582200126	0.0130079292441415	Genus	NAFLD	MPA_db2019	MaAsLin2
Bacteroides	-0.250085610056704	0.017462436010018	Genus	NAFLD	MPA_db2019	MaAsLin2
Dysosmobacter	-0.0377054337679299	0.00790923004882029	Genus	NAFLD	MPA_db2022	MaAsLin2
Fusicatenibacter	0.0890952469258845	0.0168028336233308	Genus	NAFLD	MPA_db2022	MaAsLin2
Kluyvera	0.00359806001474316	0.0168028336233308	Genus	NAFLD	MPA_db2022	MaAsLin2
Dysosmobacter	-0.0290937907910651	0.0156807577722617	Genus	NAFLD	MPA_db2023	MaAsLin2
Fusicatenibacter	0.0899804493569719	0.0230879552175271	Genus	NAFLD	MPA_db2023	MaAsLin2
Kle1615	0.0649977717496208	7.4545681660663e-4	Genus	NAFLD	SM_gtdb-rs214-full	MaAsLin2
Fusicatenibacter	0.097109458339386	0.0123920577108972	Genus	NAFLD	SM_gtdb-rs214-full	MaAsLin2
Dysosmobacter	-0.036008555514863	0.0149640848506928	Genus	NAFLD	SM_gtdb-rs214-full	MaAsLin2
Anaerobutyricum	0.0676719435066594	0.0318406745304617	Genus	NAFLD	SM_gtdb-rs214-full	MaAsLin2
Kle1615	0.0518287075389151	0.00109182030817799	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Fusicatenibacter	0.0976341240287116	0.0029349386644816	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Butyricimonas	-0.0298187091228567	0.0231273375805277	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Dysosmobacter	-0.0308927434477475	0.0231273375805277	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Phocaeicola	-0.149117405579245	0.0231273375805277	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Pseudoflavonifractor	-0.0103972725109257	0.0303586567033187	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Anaerobutyricum	0.0643246423960059	0.036936427378267	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Choladousia	0.0207830149319952	0.036936427378267	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Lawsonibacter	-0.0292752417573389	0.036936427378267	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
X43 108	-0.0202564251451974	0.0391062822756331	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Bacteroides	-0.1786954149874	0.0391062822756331	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Blautia	0.154642291060469	0.0419761804003963	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Dorea	0.0575323224240998	0.0446304928271331	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Odoribacter	-0.0286535137534626	0.0473318041957618	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Parabacteroides	-0.0655784325161915	0.0473318041957618	Genus	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Coprococcus catus	-0.0488241669991117	0.0122846507965276	Species	NAFLD	KB20	MaAsLin2
Anaerobutyricum hallii	-0.111962104664753	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Anaerocolumna sedimenticola	-3.6990344658157e-4	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Bacillus paralicheniformis	-0.00201949033612035	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Bacteroides caecimuris	0.00704084463599034	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Bacteroides sp. Zj.18	0.0032524478113961	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Blautia massiliensis	-0.126826367664087	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Blautia obeum	-0.0372640342118054	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Blautia sp. Sc05b48	-0.0593123843053698	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Gemella haemolysans	-0.00191648814748601	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Phocaeicola coprophilus	0.00895116819962914	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Phocaeicola dorei	0.0411861459614207	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Phocaeicola vulgatus	0.177391913311466	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Phoenicibacter congonensis	-9.421768012007e-4	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Streptococcus infantarius	-0.0015023316336009	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Streptococcus pasteurianus	-0.00628295245530856	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Streptococcus sanguinis	-0.00653315741841706	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
X ruminococcus..torques	-0.112065908505442	0.0472833259913683	Species	NAFLD	KB20	MaAsLin2
Blautia sp. Sc05b48	-0.0476939196128856	0.0233011465084389	Species	NAFLD	KB51	MaAsLin2
Coprococcus catus	-0.0623893663398863	0.0233011465084389	Species	NAFLD	KB51	MaAsLin2
Gemella haemolysans	-0.00142529077688436	0.0233011465084389	Species	NAFLD	KB51	MaAsLin2
Phocaeicola dorei	0.0374069812954486	0.0233011465084389	Species	NAFLD	KB51	MaAsLin2
Streptococcus sanguinis	-0.00427014673280458	0.0233011465084389	Species	NAFLD	KB51	MaAsLin2
Streptococcus sp. Hsiss2	-0.00168217462444438	0.0233011465084389	Species	NAFLD	KB51	MaAsLin2
X ruminococcus..torques	-0.137460139767615	0.0233011465084389	Species	NAFLD	KB51	MaAsLin2
Phocaeicola vulgatus	0.178054710945164	0.0283448079842207	Species	NAFLD	KB51	MaAsLin2
Granulicatella adiacens	-0.00322055048664948	0.029800327794847	Species	NAFLD	KB51	MaAsLin2
Blautia massiliensis	-0.123203740349308	0.0327887094087162	Species	NAFLD	KB51	MaAsLin2
Minimicrobia vallesae	-0.00223488775424959	0.0327887094087162	Species	NAFLD	KB51	MaAsLin2
Anaerobutyricum hallii	-0.112921849529999	0.0362155511109362	Species	NAFLD	KB51	MaAsLin2
X ruminococcus..torques	-0.0930599682963666	0.0128872053188814	Species	NAFLD	MOTUS	MaAsLin2
Uncultured blautia.sp.	-0.0159698087654288	0.0128872053188814	Species	NAFLD	MOTUS	MaAsLin2
Lachnospiraceae sp. ies.incertae.sedis	-0.0785052065479922	0.034061352562984	Species	NAFLD	MOTUS	MaAsLin2
Fusicatenibacter saccharivorans	-0.175043352200161	0.00236327413292643	Species	NAFLD	MPA_db2019	MaAsLin2
Clostridiales bacterium.kle1615	-0.0133028338921893	0.0211234411271148	Species	NAFLD	SM_genbank-2022.03	MaAsLin2
Kle1615 sp. 4292725	-0.0147635747997178	4.9139914135616e-4	Species	NAFLD	SM_gtdb-rs214-full	MaAsLin2
Kle1615 sp. 0066985	-0.0637336664961166	8.6821708371654e-4	Species	NAFLD	SM_gtdb-rs214-full	MaAsLin2
Dysosmobacter welbionis	0.0280783753487028	0.0117382591182296	Species	NAFLD	SM_gtdb-rs214-full	MaAsLin2
Fusicatenibacter saccharivorans	-0.0988337770144518	0.0117382591182296	Species	NAFLD	SM_gtdb-rs214-full	MaAsLin2
Kle1615 sp. 0066985	-0.0481682272323635	0.00208544646965916	Species	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Kle1615 sp. 4292725	-0.0210335789245069	0.00209718839965686	Species	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Roseburia sp. 0753715	-0.0153598331723593	0.00209718839965686	Species	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Fusicatenibacter saccharivorans	-0.0971652021256293	0.00372019237724052	Species	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Lawsonibacter sp. 0754605	0.015232455759471	0.00505840613220965	Species	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Fusicatenibacter sp. 0772675	-0.0206889344864095	0.00515994090146802	Species	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Dysosmobacter welbionis	0.0304414896344933	0.00806734170057983	Species	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Blautia a.sp000285855	-0.0241391924344652	0.0171052454755167	Species	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Odoribacter sp. 0762515	0.0196277599799246	0.0220055565796603	Species	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Blautia a.sp934394595	-0.00877439436842018	0.0331056908283678	Species	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Bacteroides caecimuris	0.0160310295432715	0.036578285486819	Species	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
Blautia a.sp905209435	-0.014156834526758	0.036578285486819	Species	NAFLD	SM_gtdb-rs214-rep	MaAsLin2
KLE1615	2.436191636061797	2.246310484381389e-4	Genus	NAFLD	SM_gtdb-rs214-full	ANCOMBC2
Butyricimonas	-1.8125764486641232	0.01441943935038589	Genus	NAFLD	SM_gtdb-rs214-rep	ANCOMBC2
KLE1615	1.642429070705518	0.01496698539990776	Genus	NAFLD	SM_gtdb-rs214-rep	ANCOMBC2
Butyricimonas	-3.4482141780346747	0.01778209844327743	Genus	NAFLD	KB20	ANCOMBC2
Methylobacterium	2.08761531487518	0.0240397452760346	Genus	NAFLD	KB20	ANCOMBC2
Alistipes	-2.869715615199554	0.03272224956545269	Genus	NAFLD	KB51	ANCOMBC2
Bacteroides	-3.518300848960221	5.979151129502173e-4	Genus	NAFLD	KB51	ANCOMBC2
Barnesiella	-2.5638270624077975	0.0027179133569366	Genus	NAFLD	KB51	ANCOMBC2
Butyricimonas	-4.383627919794882	1.1552748542928728e-4	Genus	NAFLD	KB51	ANCOMBC2
Flavonifractor	-2.4241689063736955	0.0033778020405374	Genus	NAFLD	KB51	ANCOMBC2
Intestinimonas	-2.056478396092062	0.03993895302350931	Genus	NAFLD	KB51	ANCOMBC2
Oscillibacter	-2.295355037945526	0.00683434088974184	Genus	NAFLD	KB51	ANCOMBC2
Parabacteroides	-3.211173137752092	0.0013149690841741	Genus	NAFLD	KB51	ANCOMBC2
Phocaeicola	-3.313112430946755	0.00312510258037278	Genus	NAFLD	KB51	ANCOMBC2
Ralstonia	2.86885795569235	0.01774660904846678	Genus	NAFLD	KB51	ANCOMBC2
Bacteroides	-2.422446840638466	0.02338076149803727	Genus	NAFLD	MOTUS	ANCOMBC2
Clostridiales gen. [Clostridium/Eubacterium]	-2.826064776816321	0.01325190585262935	Genus	NAFLD	MOTUS	ANCOMBC2
Bacteroidaceae	-2.3802934365416952	0.02654402301522108	Family	NAFLD	MPA_db2023	ANCOMBC2
Phyllobacteriaceae	-2.4245453787535043	0.02604172092819895	Family	NAFLD	MPA_db2023	ANCOMBC2
Saccharibacteria unclassified	1.800103294791946	0.03587526733115667	Family	NAFLD	MPA_db2023	ANCOMBC2
Bacteroidaceae	-1.8410884110679964	0.00223125936795383	Family	NAFLD	SM_gtdb-rs214-full	ANCOMBC2
Bacteroidaceae	-2.201151160253735	6.935229503630864e-4	Family	NAFLD	SM_gtdb-rs214-rep	ANCOMBC2
Marinifilaceae	-1.5574280579312865	0.00962234322678968	Family	NAFLD	SM_gtdb-rs214-rep	ANCOMBC2
Bacteroidaceae	-2.6496597488244333	0.0052363842803424	Family	NAFLD	KB20	ANCOMBC2
Barnesiellaceae	-2.931592654313682	0.0373110856449013	Family	NAFLD	KB20	ANCOMBC2
Tannerellaceae	-2.362727106857002	0.02062174776219806	Family	NAFLD	KB20	ANCOMBC2
Bacteroidaceae	-3.0436428479634112	0.00277054279022429	Family	NAFLD	KB51	ANCOMBC2
Barnesiellaceae	-2.5054826907973404	0.008870610490209	Family	NAFLD	KB51	ANCOMBC2
Odoribacteraceae	-3.2653376815347355	0.04542175629031125	Family	NAFLD	KB51	ANCOMBC2
Phyllobacteriaceae	3.3543657033839014	0.01355492651929305	Family	NAFLD	KB51	ANCOMBC2
Tannerellaceae	-2.6636055159421184	0.00786170418592056	Family	NAFLD	KB51	ANCOMBC2
Clostridiales fam. [Eubacteriaceae/Clostridiaceae]	-2.311197080896004	0.03788050988512226	Family	NAFLD	MOTUS	ANCOMBC2
Sutterella	-12.682097383384866	2.9693704784461e-8	Genus	NAFLD	MPA_db2019	edgeR
Intestinimonas	-11.551101003853386	4.3927218477914826e-8	Genus	NAFLD	MPA_db2019	edgeR
Campylobacter	-11.971012187162447	9.123341527407633e-8	Genus	NAFLD	MPA_db2019	edgeR
Flavonifractor	-5.806676802503273	2.6234988691767684e-5	Genus	NAFLD	MPA_db2019	edgeR
Tyzzerella	-7.227866267996041	2.250570444482148e-4	Genus	NAFLD	MPA_db2019	edgeR
Actinomyces	5.736024204146697	0.00175313020819699	Genus	NAFLD	MPA_db2019	edgeR
Prevotella	-4.722128093753524	0.00296458385370349	Genus	NAFLD	MPA_db2019	edgeR
Bacteroides	-2.6975148026374423	0.00714960863318692	Genus	NAFLD	MPA_db2019	edgeR
Anaerococcus	-6.111044697864867	0.00714960863318692	Genus	NAFLD	MPA_db2019	edgeR
Hungatella	-5.759302400535625	0.00714960863318692	Genus	NAFLD	MPA_db2019	edgeR
Parvimonas	-4.652517625602271	0.02687297253909342	Genus	NAFLD	MPA_db2019	edgeR
Proteobacteria unclassified	5.376114827566648	0.02687297253909342	Genus	NAFLD	MPA_db2019	edgeR
Clostridiales unclassified	-4.044582482953686	0.02819455532061391	Genus	NAFLD	MPA_db2019	edgeR
Romboutsia	3.3208888152140066	0.02819455532061391	Genus	NAFLD	MPA_db2019	edgeR
Bifidobacterium	1.9255115912595024	0.02819455532061391	Genus	NAFLD	MPA_db2019	edgeR
Eisenbergiella	-4.301814338032406	0.03004638164921794	Genus	NAFLD	MPA_db2019	edgeR
Fusicatenibacter	2.0892921714342534	0.03297961758639533	Genus	NAFLD	MPA_db2019	edgeR
Lawsonibacter	-3.5818158231694275	0.03297961758639533	Genus	NAFLD	MPA_db2019	edgeR
Olsenella	3.505529919988956	0.03297961758639533	Genus	NAFLD	MPA_db2019	edgeR
Aeriscardovia	2.676152328366527	0.03359028132899881	Genus	NAFLD	MPA_db2019	edgeR
Parabacteroides	-2.6590337060281644	0.04299203187108492	Genus	NAFLD	MPA_db2019	edgeR
Tissierellia unclassified	-4.245648529359091	0.04299203187108492	Genus	NAFLD	MPA_db2019	edgeR
Butyricimonas	-4.6666700815594	0.0451757246194372	Genus	NAFLD	MPA_db2019	edgeR
Denitrobacterium	2.80131486315652	0.04738505802920572	Genus	NAFLD	MPA_db2019	edgeR
Bilophila	-3.74480886080059	0.04738505802920572	Genus	NAFLD	MPA_db2019	edgeR
Sanguibacter	12.405799743024582	8.890693706333995e-9	Genus	NAFLD	MPA_db2022	edgeR
Longibaculum	-11.23077635945673	3.2942706474691086e-8	Genus	NAFLD	MPA_db2022	edgeR
Campylobacter	-10.240572892924556	9.671291971116457e-8	Genus	NAFLD	MPA_db2022	edgeR
Allochristensenella	-7.205274040148475	3.02331611441584e-6	Genus	NAFLD	MPA_db2022	edgeR
Paralachnospira	-8.330541170517419	9.190570938169934e-6	Genus	NAFLD	MPA_db2022	edgeR
Dakarella	-8.442499989943295	5.645917741603001e-5	Genus	NAFLD	MPA_db2022	edgeR
Flavonifractor	-5.607977629842079	5.645917741603001e-5	Genus	NAFLD	MPA_db2022	edgeR
GGB3588	8.645093972497857	9.907334754269463e-5	Genus	NAFLD	MPA_db2022	edgeR
GGB3363	8.805396452534303	4.2544632238270474e-4	Genus	NAFLD	MPA_db2022	edgeR
GGB12785	6.817318250041325	5.567326529108666e-4	Genus	NAFLD	MPA_db2022	edgeR
GGB9296	-6.755687950710984	0.00110879622116008	Genus	NAFLD	MPA_db2022	edgeR
GGB3280	-8.911350887219058	0.00116413382971721	Genus	NAFLD	MPA_db2022	edgeR
GGB9739	6.634994945548866	0.00149761540701885	Genus	NAFLD	MPA_db2022	edgeR
GGB3612	-6.607085154174683	0.00400699677942784	Genus	NAFLD	MPA_db2022	edgeR
GGB28262	-3.677398424835656	0.00489667950924351	Genus	NAFLD	MPA_db2022	edgeR
Gemella	5.551583232782081	0.00521387030305967	Genus	NAFLD	MPA_db2022	edgeR
GGB51510	-5.542481385773436	0.01046248675214055	Genus	NAFLD	MPA_db2022	edgeR
GGB79916	-6.613022334873797	0.01240451330725311	Genus	NAFLD	MPA_db2022	edgeR
Bacteroides	-2.85580842422661	0.01240451330725311	Genus	NAFLD	MPA_db2022	edgeR
GGB3109	5.1825701737141685	0.01240451330725311	Genus	NAFLD	MPA_db2022	edgeR
Hungatella	-5.025640651769865	0.01423616598152908	Genus	NAFLD	MPA_db2022	edgeR
Massilioclostridium	-4.686674217594107	0.01753001279302508	Genus	NAFLD	MPA_db2022	edgeR
Phocaeicola	-2.6001326019519433	0.0189851781065664	Genus	NAFLD	MPA_db2022	edgeR
Dysosmobacter	-3.5137735207599254	0.01965282888139707	Genus	NAFLD	MPA_db2022	edgeR
Clostridia unclassified	-4.564571778215345	0.01968063766806092	Genus	NAFLD	MPA_db2022	edgeR
Saccharibacteria unclassified	4.716514432724649	0.01968063766806092	Genus	NAFLD	MPA_db2022	edgeR
GGB79998	4.930173294936606	0.02122464998611266	Genus	NAFLD	MPA_db2022	edgeR
GGB34797	5.574106239477185	0.022232395044371	Genus	NAFLD	MPA_db2022	edgeR
GGB1456	-5.029395693837072	0.02351067232268822	Genus	NAFLD	MPA_db2022	edgeR
Intestinimonas	-4.847108039332954	0.02373007060860652	Genus	NAFLD	MPA_db2022	edgeR
GGB79634	-5.572408273480657	0.02373007060860652	Genus	NAFLD	MPA_db2022	edgeR
Sutterella	-4.741899283185146	0.02373007060860652	Genus	NAFLD	MPA_db2022	edgeR
Actinomyces	4.410159388120633	0.02409334159297619	Genus	NAFLD	MPA_db2022	edgeR
GGB4567	5.647201669492268	0.02993633268194252	Genus	NAFLD	MPA_db2022	edgeR
GGB9524	-4.569133104639977	0.03011289146158437	Genus	NAFLD	MPA_db2022	edgeR
Prevotella	-3.693172485985498	0.0301732639063057	Genus	NAFLD	MPA_db2022	edgeR
GGB3277	-5.608995621575318	0.0320914298178872	Genus	NAFLD	MPA_db2022	edgeR
GGB3537	-3.65766533160126	0.0394895924084622	Genus	NAFLD	MPA_db2022	edgeR
Dielma	-3.867928561554203	0.04204681897042649	Genus	NAFLD	MPA_db2022	edgeR
GGB14025	4.271360586551147	0.04566827337231911	Genus	NAFLD	MPA_db2022	edgeR
Lawsonibacter	-3.523789185451524	0.04874698915830634	Genus	NAFLD	MPA_db2022	edgeR
GGB36331	12.50177439689681	5.9596813068860845e-9	Genus	NAFLD	MPA_db2023	edgeR
Granulicatella	10.762934427092413	2.0420345746251592e-8	Genus	NAFLD	MPA_db2023	edgeR
Longibaculum	-11.218355499259133	2.0420345746251592e-8	Genus	NAFLD	MPA_db2023	edgeR
Campylobacter	-10.314459033715773	8.358809337991336e-8	Genus	NAFLD	MPA_db2023	edgeR
GGB3352	-9.98458507386726	1.1763924715597357e-7	Genus	NAFLD	MPA_db2023	edgeR
Flavonifractor	-5.523604818630718	9.732501799306412e-5	Genus	NAFLD	MPA_db2023	edgeR
GGB3588	8.742010343914279	1.204424226083614e-4	Genus	NAFLD	MPA_db2023	edgeR
GGB3363	8.799620762193069	5.259283861528414e-4	Genus	NAFLD	MPA_db2023	edgeR
GGB12785	6.746988150332322	9.340968430735704e-4	Genus	NAFLD	MPA_db2023	edgeR
GGB9739	7.435393645871635	0.00100030508000109	Genus	NAFLD	MPA_db2023	edgeR
GGB3280	-8.82752072450608	0.00156787254548767	Genus	NAFLD	MPA_db2023	edgeR
GGB9296	-6.533263967985904	0.00197881059799111	Genus	NAFLD	MPA_db2023	edgeR
Gemella	5.970365386313213	0.00277938650905597	Genus	NAFLD	MPA_db2023	edgeR
Colidextribacter	-6.523546166056055	0.00527071706737565	Genus	NAFLD	MPA_db2023	edgeR
Actinomyces	5.233213731488678	0.01051509879607739	Genus	NAFLD	MPA_db2023	edgeR
GGB3612	-6.0239995322665845	0.01066396505541783	Genus	NAFLD	MPA_db2023	edgeR
GGB34797	6.3847597860212435	0.01182037418424532	Genus	NAFLD	MPA_db2023	edgeR
Saccharibacteria unclassified	4.741290926158215	0.01204538233681799	Genus	NAFLD	MPA_db2023	edgeR
Hungatella	-5.68877417710729	0.01255676029611664	Genus	NAFLD	MPA_db2023	edgeR
Tyzzerella	-6.448025220002023	0.01378229616025528	Genus	NAFLD	MPA_db2023	edgeR
Phocaeicola	-2.8320674222602213	0.01378229616025528	Genus	NAFLD	MPA_db2023	edgeR
Bacteroides	-2.792756561098185	0.01402286421250547	Genus	NAFLD	MPA_db2023	edgeR
Luoshenia	-4.5475953766118895	0.01857322279878686	Genus	NAFLD	MPA_db2023	edgeR
Dysosmobacter	-3.889624368774182	0.01878499564938672	Genus	NAFLD	MPA_db2023	edgeR
Massilioclostridium	-4.564755192238436	0.02028411917351577	Genus	NAFLD	MPA_db2023	edgeR
GGB3345	5.656962762991961	0.02064122078323953	Genus	NAFLD	MPA_db2023	edgeR
GGB3537	-4.0268810860598006	0.02215877149326715	Genus	NAFLD	MPA_db2023	edgeR
Clostridia unclassified	-4.5593534573866	0.02215877149326715	Genus	NAFLD	MPA_db2023	edgeR
Diplocloster	-3.953341393478509	0.02273879330188501	Genus	NAFLD	MPA_db2023	edgeR
GGB1456	-4.9727460012843565	0.02442530258553653	Genus	NAFLD	MPA_db2023	edgeR
GGB4277	-5.494783416693972	0.02840104653578005	Genus	NAFLD	MPA_db2023	edgeR
GGB9524	-4.657088983282709	0.02950866580621121	Genus	NAFLD	MPA_db2023	edgeR
Butyricimonas	-5.283090267792529	0.03378730447272883	Genus	NAFLD	MPA_db2023	edgeR
Intestinimonas	-4.60548289754536	0.03378730447272883	Genus	NAFLD	MPA_db2023	edgeR
GGB4567	5.573065272209458	0.03442160292058074	Genus	NAFLD	MPA_db2023	edgeR
GGB3277	-5.598754765096802	0.0357779413518506	Genus	NAFLD	MPA_db2023	edgeR
Anaerococcus	-4.877045161571817	0.0357779413518506	Genus	NAFLD	MPA_db2023	edgeR
GGB9301	4.2056168296282115	0.03603268101381289	Genus	NAFLD	MPA_db2023	edgeR
Segatella	-3.790058014676805	0.03975922242353546	Genus	NAFLD	MPA_db2023	edgeR
GGB4456	3.7827055943489474	0.04659337977999327	Genus	NAFLD	MPA_db2023	edgeR
Sutterella	-4.211776239124872	0.04659337977999327	Genus	NAFLD	MPA_db2023	edgeR
Enterocloster	-3.3740597194699644	0.04891942707599887	Genus	NAFLD	MPA_db2023	edgeR
Dielma	-3.7428796686658976	0.04891942707599887	Genus	NAFLD	MPA_db2023	edgeR
Fenollaria	-7.688584537027265	4.29891192054853e-7	Genus	NAFLD	SM_genbank-2022.03	edgeR
Colidextribacter	-7.935943959176861	4.29891192054853e-7	Genus	NAFLD	SM_genbank-2022.03	edgeR
Gemella	5.8806692330531805	6.943291075908903e-7	Genus	NAFLD	SM_genbank-2022.03	edgeR
Rothia	4.767800976275539	1.559694723864761e-5	Genus	NAFLD	SM_genbank-2022.03	edgeR
Campylobacter	-5.160036213041648	1.559694723864761e-5	Genus	NAFLD	SM_genbank-2022.03	edgeR
Flavonifractor	-4.552567215752983	3.314544332121241e-4	Genus	NAFLD	SM_genbank-2022.03	edgeR
Pseudomonas	6.582332550184296	0.0011167812643089	Genus	NAFLD	SM_genbank-2022.03	edgeR
Diplocloster	-3.9829608163116887	0.0011167812643089	Genus	NAFLD	SM_genbank-2022.03	edgeR
Hungatella	-4.909432669485559	0.00221983341843949	Genus	NAFLD	SM_genbank-2022.03	edgeR
Intestinimonas	-4.207825021998343	0.00280475737041878	Genus	NAFLD	SM_genbank-2022.03	edgeR
Actinomyces	4.106390685770054	0.00432165463327205	Genus	NAFLD	SM_genbank-2022.03	edgeR
Monoglobus	-5.75456757453777	0.00490542670777672	Genus	NAFLD	SM_genbank-2022.03	edgeR
Bacteroides	-2.172367026336695	0.00490542670777672	Genus	NAFLD	SM_genbank-2022.03	edgeR
Pseudoflavonifractor	-3.8028861663055906	0.00667968589844337	Genus	NAFLD	SM_genbank-2022.03	edgeR
Parabacteroides	-2.711110824805498	0.00782490044790269	Genus	NAFLD	SM_genbank-2022.03	edgeR
Megasphaera	-5.385772551457248	0.00788671152708925	Genus	NAFLD	SM_genbank-2022.03	edgeR
Geddesella	3.105101222279248	0.00901005338217702	Genus	NAFLD	SM_genbank-2022.03	edgeR
Phocaeicola	-2.151929130966841	0.00904120039989328	Genus	NAFLD	SM_genbank-2022.03	edgeR
Fusicatenibacter	1.91997270748244	0.00904120039989328	Genus	NAFLD	SM_genbank-2022.03	edgeR
