# git tag version 3.1.0 |  motus version 3.1.0 | map_tax 3.1.0 | gene database: nr3.1.0 | calc_mgc 3.1.0 -y insert.scaled_counts -l 75 | calc_motu 3.1.0 -k mOTU -C no_CAMI -g 3 -c -p | taxonomy: ref_mOTU_3.1.0 meta_mOTU_3.1.0
# call: python /nfs3_ib/nfs-ip34/home/def-ilafores/programs/motu-profiler_env/bin/motus profile -f /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/Feces_RA/preproc/SRR5091489/SRR5091489_paired_1.fastq -r /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/Feces_RA/preproc/SRR5091489/SRR5091489_paired_2.fastq -s /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/Feces_RA/preproc/SRR5091489/SRR5091489_unmatched_1.fastq -s /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/Feces_RA/preproc/SRR5091489/SRR5091489_unmatched_2.fastq -n SRR5091489 -t 24 -c -p -k mOTU -q
#mOTU	consensus_taxonomy	NCBI_tax_id	SRR5091489
ref_mOTU_v31_03341	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter sp. [Oscillibacter sp. KLE 1728/Oscillibacter sp. KLE 1745/uncultured Oscillibacter sp.]	2|1239|186801|186802|216572|459786|NA	7
ref_mOTU_v31_03342	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia massiliensis [Blautia sp. KLE 1732/Blautia sp. SF-50/Blautia massiliensis/Ruminococcus sp. SR1/5/uncultured Blautia sp.]	2|1239|186801|186802|186803|572511|1737424	6
ref_mOTU_v31_03442	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] clostridioforme/bolteae [Clostridiales bacterium VE202-07/Clostridium sp. VE202-10/Clostridium clostridioforme CAG:132/[Clostridium] clostridioforme/Clostridia bacterium UC5.1-1F7/Lachnoclostridium sp. YL32/[Clostridium] bolteae]	2|1239|186801|186802|186803|1506553|NA	2
ref_mOTU_v31_03473	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caccae	2|976|200643|171549|815|816|47678	94
ref_mOTU_v31_03475	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. [Bacteroides sp. HMSC073E02/Bacteroides ovatus/Bacteroides xylanisolvens/Bacteroides sp. 1_1_30/Bacteroides sp. 3_1_13/Bacteroides sp. 3_1_23/Bacteroides sp. 2_1_22/Bacteroides sp. 2_2_4/Bacteroides sp. D1/Bacteroides sp. D2/Bacteroides sp. D22/Bacteroides fragilis]	2|976|200643|171549|815|816|NA	673
ref_mOTU_v31_03476	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caecimuris	2|976|200643|171549|815|816|1796613	30
ref_mOTU_v31_03570	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium ramulus [Roseburia sp. CAG:50/Eubacterium ramulus]	2|1239|186801|186802|186806|1730|39490	1
ref_mOTU_v31_03622	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. [Clostridium sp. CAG:81/butyrate-producing bacterium SS3/4/uncultured Clostridium sp.]	2|1239|186801|186802|31979|1485|NA	8
ref_mOTU_v31_03628	k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__bacterium LF-3 [Coprobacillus sp. CAG:235/bacterium LF-3/Coprobacillus sp. CAG:235_29_27/uncultured Clostridium sp.]	2|NA|NA|NA|NA|NA|1504823	14
ref_mOTU_v31_03640	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides distasonis [Parabacteroides sp. CAG:2/Bacteroidales bacterium 43_36/Parabacteroides sp. 2_1_7/Bacteroides sp. 2_1_33B/Parabacteroides sp. 20_3/Bacteroides sp. 3_1_19/Parabacteroides sp. D13/Parabacteroides sp. D25/Parabacteroides sp. D26/Porphyromonas sp. 31_2/Parabacteroides distasonis]	2|976|200643|171549|2005525|375288|823	30
ref_mOTU_v31_03641	k__Bacteria|p__Firmicutes|c__Firmicutes class [Negativicutes/Bacilli]|o__Firmicutes order [Acidaminococcales/Lactobacillales]|f__Firmicutes fam. [Carnobacteriaceae/Acidaminococcaceae]|g__Firmicutes gen. [Carnobacterium/Phascolarctobacterium]|s__Firmicutes sp. [Phascolarctobacterium sp. CAG:207/Carnobacterium sp. N15.MGS-207]	2|1239|NA|NA|NA|NA|NA	20
ref_mOTU_v31_03657	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__[Eubacterium] rectale [Eubacterium rectale CAG:36/Eubacterium sp. 41_20/[Eubacterium] rectale]	2|1239|186801|186802|186803|NA|39491	3
ref_mOTU_v31_03658	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Lachnospiraceae/Ruminococcaceae]|g__Clostridiales gen. [Ruminococcus/Blautia]|s__Clostridiales sp. [Ruminococcus sp. CAG:55/[Ruminococcus] torques/Ruminococcus faecis]	2|1239|186801|186802|NA|NA|NA	2
ref_mOTU_v31_03659	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__[Ruminococcus] torques	2|1239|186801|186802|186803|572511|33039	4
ref_mOTU_v31_03660	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__[Ruminococcus] torques	2|1239|186801|186802|186803|572511|33039	2
ref_mOTU_v31_03668	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea formicigenerans [Veillonella sp. CAG:933/Dorea formicigenerans CAG:28/Dorea sp. AGR2135/uncultured Dorea sp./Dorea formicigenerans]	2|1239|186801|186802|186803|189330|39486	1
ref_mOTU_v31_03672	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] glycyrrhizinilyticum [Lachnospiraceae bacterium CAG:215/[Clostridium] glycyrrhizinilyticum/Lachnospiraceae bacterium 1_4_56FAA]	2|1239|186801|186802|186803|1506553|342942	1
ref_mOTU_v31_03674	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella excrementihominis [Parasutterella excrementihominis CAG:233/Burkholderiales bacterium 1_1_47/Parasutterella excrementihominis]	2|1224|28216|80840|995019|577310|487175	12
ref_mOTU_v31_03680	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. [Firmicutes bacterium CAG:41/uncultured Clostridium sp.]	2|1239|186801|186802|31979|1485|NA	3
ref_mOTU_v31_03681	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus sp. [Firmicutes bacterium CAG:56/uncultured Ruminococcus sp.]	2|1239|186801|186802|541000|1263|NA	1
ref_mOTU_v31_03683	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes putredinis [Alistipes putredinis CAG:67/Alistipes putredinis]	2|976|200643|171549|171550|239759|28117	1
ref_mOTU_v31_03690	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus comes [Coprococcus comes CAG:19/Coprococcus comes/uncultured Coprococcus sp.]	2|1239|186801|186802|186803|33042|410072	2
ref_mOTU_v31_03693	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea longicatena [Dorea sp. 42_8/Dorea longicatena]	2|1239|186801|186802|186803|189330|88431	4
ref_mOTU_v31_03697	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter splanchnicus [Odoribacter splanchnicus CAG:14/Odoribacter sp. N15.MGS-14/Odoribacter sp. N54.MGS-14/Odoribacter sp. UNK.MGS-12/Odoribacter sp. 43_10/Odoribacter splanchnicus]	2|976|200643|171549|1853231|283168|28118	1
ref_mOTU_v31_03701	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella copri [Prevotella copri CAG:164/Prevotella copri]	2|976|200643|171549|171552|838|165179	2
ref_mOTU_v31_03703	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__[Ruminococcus] torques [[Ruminococcus] torques CAG:61/Roseburia sp. UNK.MGS-15/uncultured Ruminococcus sp./[Ruminococcus] torques/Lachnospiraceae bacterium 1_1_57FAA/Lachnospiraceae bacterium 3_1_46FAA/Lachnospiraceae bacterium 8_1_57FAA]	2|1239|186801|186802|186803|572511|33039	3
ref_mOTU_v31_03955	k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__bacterium OL-1	2|NA|NA|NA|NA|NA|1504822	3
ref_mOTU_v31_04094	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides coprophilus	2|976|200643|171549|815|816|387090	3
ref_mOTU_v31_04300	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila wadsworthia [Bilophila wadsworthia/Bilophila sp. 4_1_30]	2|1224|28221|213115|194924|35832|35833	22
ref_mOTU_v31_04716	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans [Ruthenibacterium lactatiformans/Ruminococcaceae bacterium cv2/Subdoligranulum sp. 4_3_54A2FAA]	2|1239|186801|186802|541000|1905344|1550024	2
ref_mOTU_v31_05069	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides plebeius	2|976|200643|171549|815|816|310297	2
ref_mOTU_v31_05238	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor plautii [Clostridia bacterium UC5.1-2H11/Flavonifractor plautii/Lachnospiraceae bacterium 7_1_58FAA]	2|1239|186801|186802|541000|946234|292800	11
ref_mOTU_v31_05921	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania filiformis	2|1239|526524|526525|128827|61170|61171	1
ref_mOTU_v31_06108	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii [uncultured Faecalibacterium sp./Faecalibacterium prausnitzii]	2|1239|186801|186802|541000|216851|853	2
ref_mOTU_v31_06109	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii	2|1239|186801|186802|541000|216851|853	2
ref_mOTU_v31_06110	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii [uncultured Faecalibacterium sp./Faecalibacterium prausnitzii]	2|1239|186801|186802|541000|216851|853	1
ref_mOTU_v31_06112	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii	2|1239|186801|186802|541000|216851|853	26
ref_mOTU_v31_07315	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__uncultured Flavonifractor sp.	2|1239|186801|186802|541000|946234|1193534	8
ref_mOTU_v31_07619	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:299	2|1239|186801|186802|31979|1485|1262792	11
ref_mOTU_v31_07647	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:7	2|1239|186801|186802|31979|1485|1262832	40
ref_mOTU_v31_07679	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium sp. CAG:38	2|1239|186801|186802|186806|1730|1262889	56
ref_mOTU_v31_07726	k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis|g__Firmicutes gen. incertae sedis|s__Firmicutes bacterium CAG:102	2|1239|NA|NA|NA|NA|1262998	2
ref_mOTU_v31_07728	k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis|g__Firmicutes gen. incertae sedis|s__Firmicutes bacterium CAG:114	2|1239|NA|NA|NA|NA|1263001	1
ref_mOTU_v31_10237	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Massilioclostridium|s__Massilioclostridium coli	2|1239|186801|186802|31979|1935927|1870991	2
ref_mOTU_v31_11278	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium mortiferum	2|32066|203490|203491|203492|848|850	7
ref_mOTU_v31_11279	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides coprocola	2|976|200643|171549|815|816|310298	1
ref_mOTU_v31_11860	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes indistinctus	2|976|200643|171549|171550|239759|626932	1
meta_mOTU_v31_12229	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis	2|1239|186801|186802|NA|NA|NA	1
meta_mOTU_v31_12240	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis	2|1239|186801|186802|186803|NA|NA	18
meta_mOTU_v31_12277	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis	2|1239|186801|186802|NA|NA|NA	1
meta_mOTU_v31_12325	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium species incertae sedis	2|1239|186801|186802|541000|216851|NA	2
meta_mOTU_v31_12336	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus species incertae sedis	2|1239|186801|186802|31979|580596|NA	2
meta_mOTU_v31_12361	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis	2|1239|186801|186802|NA|NA|NA	1
meta_mOTU_v31_12366	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia species incertae sedis	2|1239|186801|186802|186803|841|NA	46
meta_mOTU_v31_12389	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae gen. incertae sedis|s__Sutterellaceae species incertae sedis	2|1224|28216|80840|995019|NA|NA	1
meta_mOTU_v31_12394	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae gen. incertae sedis|s__Sutterellaceae species incertae sedis	2|1224|28216|80840|995019|NA|NA	1
meta_mOTU_v31_12473	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis	2|1239|186801|186802|NA|NA|NA	7
meta_mOTU_v31_12474	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium species incertae sedis	2|1239|186801|186802|186806|1730|NA	1
meta_mOTU_v31_12476	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis	2|1239|186801|186802|NA|NA|NA	3
meta_mOTU_v31_12510	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella species incertae sedis	2|976|200643|171549|171552|838|NA	1
meta_mOTU_v31_12554	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis	2|1239|186801|186802|NA|NA|NA	4
meta_mOTU_v31_12609	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AT4	2|1239|186801|186802|31979|1485|1720194	15
meta_mOTU_v31_12690	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis	2|1239|186801|186802|NA|NA|NA	11
meta_mOTU_v31_12707	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis	2|1239|186801|186802|NA|NA|NA	1
meta_mOTU_v31_12837	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales fam. incertae sedis|g__Bacteroidales gen. incertae sedis|s__Bacteroidales species incertae sedis	2|976|200643|171549|NA|NA|NA	2
meta_mOTU_v31_12923	k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis|g__Firmicutes gen. incertae sedis|s__Firmicutes species incertae sedis	2|1239|NA|NA|NA|NA|NA	12
meta_mOTU_v31_13034	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroidaceae gen. incertae sedis|s__Bacteroidaceae species incertae sedis	2|976|200643|171549|815|NA|NA	3
meta_mOTU_v31_13411	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella sp. CAG:351	2|1224|28216|80840|995019|40544|1262975	17
meta_mOTU_v31_13432	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis	2|1239|186801|186802|NA|NA|NA	1
meta_mOTU_v31_14166	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis	2|1239|186801|186802|NA|NA|NA	6
meta_mOTU_v31_14425	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis	2|1239|186801|186802|NA|NA|NA	4
ext_mOTU_v31_17781	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides species incertae sedis	2|976|200643|171549|815|816|NA	5
