./boreal_moss/preproc/S-26-POLPIL-G/S-26-POLPIL-G_paired_1.fastq.gz  FASTQ   DNA    9,390,856  1,306,087,600       50    139.1      151
./boreal_moss/preproc/S-8-POLCOM-B/S-8-POLCOM-B_paired_1.fastq.gz    FASTQ   DNA   11,998,979  1,681,088,395       50    140.1      151
./boreal_moss/preproc/S-7-POLCOM-B/S-7-POLCOM-B_paired_1.fastq.gz    FASTQ   DNA   10,911,590  1,528,591,392       50    140.1      151
./boreal_moss/preproc/W-2-POLJUN-G/W-2-POLJUN-G_paired_1.fastq.gz    FASTQ   DNA    8,793,982  1,224,732,422       50    139.3      151
./boreal_moss/preproc/S-13-POLJUN-G/S-13-POLJUN-G_paired_1.fastq.gz  FASTQ   DNA    7,183,589    997,328,370       50    138.8      151
./boreal_moss/preproc/S-2-POLPIL-G/S-2-POLPIL-G_paired_1.fastq.gz    FASTQ   DNA    9,428,179  1,313,857,040       50    139.4      151
./boreal_moss/preproc/S-1-POLCOM-B/S-1-POLCOM-B_paired_1.fastq.gz    FASTQ   DNA   12,409,087  1,739,206,005       50    140.2      151
./boreal_moss/preproc/S-20-POLPIL-G/S-20-POLPIL-G_paired_1.fastq.gz  FASTQ   DNA    7,681,145  1,064,618,244       50    138.6      151
./boreal_moss/preproc/S-14-POLPIL-B/S-14-POLPIL-B_paired_1.fastq.gz  FASTQ   DNA   11,561,658  1,615,759,108       50    139.8      151
./boreal_moss/preproc/S-1-DICUND-B/S-1-DICUND-B_paired_1.fastq.gz    FASTQ   DNA   10,030,153  1,393,650,109       50    138.9      151
./boreal_moss/preproc/S-27-POLJUN-B/S-27-POLJUN-B_paired_1.fastq.gz  FASTQ   DNA    9,483,837  1,326,621,254       50    139.9      151
./boreal_moss/preproc/S-5-POLCOM-G/S-5-POLCOM-G_paired_1.fastq.gz    FASTQ   DNA    7,520,967  1,048,419,718       50    139.4      151
./boreal_moss/preproc/W-1-TORTOR-G/W-1-TORTOR-G_paired_1.fastq.gz    FASTQ   DNA    8,486,543  1,178,650,757       50    138.9      151
./boreal_moss/preproc/S-24-POLPIL-B/S-24-POLPIL-B_paired_1.fastq.gz  FASTQ   DNA   11,719,740  1,640,644,800       50      140      151
./boreal_moss/preproc/S-18-POLJUN-B/S-18-POLJUN-B_paired_1.fastq.gz  FASTQ   DNA    9,473,570  1,322,833,312       50    139.6      151
./boreal_moss/preproc/S-17-POLJUN-B/S-17-POLJUN-B_paired_1.fastq.gz  FASTQ   DNA    9,656,889  1,350,746,193       50    139.9      151
./boreal_moss/preproc/S-9-POLPIL-B/S-9-POLPIL-B_paired_1.fastq.gz    FASTQ   DNA   10,964,124  1,533,939,360       50    139.9      151
./boreal_moss/preproc/S-6-POLPIL-B/S-6-POLPIL-B_paired_1.fastq.gz    FASTQ   DNA   11,228,226  1,570,689,468       50    139.9      151
./boreal_moss/preproc/S-23-POLJUN-G/S-23-POLJUN-G_paired_1.fastq.gz  FASTQ   DNA    8,156,230  1,135,137,014       50    139.2      151
./boreal_moss/preproc/S-10-POLPIL-G/S-10-POLPIL-G_paired_1.fastq.gz  FASTQ   DNA    9,921,135  1,377,882,734       50    138.9      151
./boreal_moss/preproc/S-1-POLJUN-G/S-1-POLJUN-G_paired_1.fastq.gz    FASTQ   DNA    9,245,887  1,284,031,970       50    138.9      151
./boreal_moss/preproc/S-5-DICUND-G/S-5-DICUND-G_paired_1.fastq.gz    FASTQ   DNA   10,869,237  1,512,593,329       50    139.2      151
./boreal_moss/preproc/S-13-POLPIL-B/S-13-POLPIL-B_paired_1.fastq.gz  FASTQ   DNA   11,982,157  1,670,125,586       50    139.4      151
./boreal_moss/preproc/S-2-POLJUN-B/S-2-POLJUN-B_paired_1.fastq.gz    FASTQ   DNA   11,744,213  1,640,711,401       50    139.7      151
./boreal_moss/preproc/S-9-DICUND-B/S-9-DICUND-B_paired_1.fastq.gz    FASTQ   DNA   10,541,783  1,470,311,153       50    139.5      151
./boreal_moss/preproc/S-6-DICUND-B/S-6-DICUND-B_paired_1.fastq.gz    FASTQ   DNA   13,374,059  1,868,142,271       50    139.7      151
./boreal_moss/preproc/S-20-POLJUN-B/S-20-POLJUN-B_paired_1.fastq.gz  FASTQ   DNA    9,415,155  1,320,502,645       50    140.3      151
./boreal_moss/preproc/S-14-POLJUN-G/S-14-POLJUN-G_paired_1.fastq.gz  FASTQ   DNA    7,599,612  1,059,344,050       50    139.4      151
./boreal_moss/preproc/S-5-POLPIL-G/S-5-POLPIL-G_paired_1.fastq.gz    FASTQ   DNA   10,712,887  1,493,614,684       50    139.4      151
./boreal_moss/preproc/W-3-POLJUN-G/W-3-POLJUN-G_paired_1.fastq.gz    FASTQ   DNA    7,742,834  1,073,907,385       50    138.7      151
./boreal_moss/preproc/S-6-POLCOM-B/S-6-POLCOM-B_paired_1.fastq.gz    FASTQ   DNA    9,791,929  1,368,601,267       50    139.8      151
./boreal_moss/preproc/S-9-POLCOM-B/S-9-POLCOM-B_paired_1.fastq.gz    FASTQ   DNA   10,886,156  1,521,535,418       50    139.8      151
./boreal_moss/preproc/S-27-POLPIL-G/S-27-POLPIL-G_paired_1.fastq.gz  FASTQ   DNA    8,025,204  1,111,395,673       50    138.5      151
./boreal_moss/preproc/S-24-POLJUN-G/S-24-POLJUN-G_paired_1.fastq.gz  FASTQ   DNA    7,092,503    985,498,444       50    138.9      151
./boreal_moss/preproc/S-18-POLPIL-G/S-18-POLPIL-G_paired_1.fastq.gz  FASTQ   DNA   10,265,040  1,424,139,447       50    138.7      151
./boreal_moss/preproc/S-17-POLPIL-G/S-17-POLPIL-G_paired_1.fastq.gz  FASTQ   DNA    9,666,364  1,344,021,225       50      139      151
./boreal_moss/preproc/S-9-POLJUN-G/S-9-POLJUN-G_paired_1.fastq.gz    FASTQ   DNA    9,871,414  1,372,539,771       50      139      151
./boreal_moss/preproc/S-2-POLCOM-G/S-2-POLCOM-G_paired_1.fastq.gz    FASTQ   DNA    8,578,571  1,195,074,567       50    139.3      151
./boreal_moss/preproc/S-23-POLPIL-B/S-23-POLPIL-B_paired_1.fastq.gz  FASTQ   DNA   10,879,436  1,522,884,840       50      140      151
./boreal_moss/preproc/S-10-POLJUN-B/S-10-POLJUN-B_paired_1.fastq.gz  FASTQ   DNA    9,727,191  1,359,579,711       50    139.8      151
./boreal_moss/preproc/N-1-POLJUN-G/N-1-POLJUN-G_paired_1.fastq.gz    FASTQ   DNA   10,674,094  1,482,396,944       50    138.9      151
./boreal_moss/preproc/S-1-POLPIL-B/S-1-POLPIL-B_paired_1.fastq.gz    FASTQ   DNA   10,918,642  1,534,896,258       50    140.6      151
./boreal_moss/preproc/S-14-POLPIL-G/S-14-POLPIL-G_paired_1.fastq.gz  FASTQ   DNA    9,732,525  1,351,260,140       50    138.8      151
./boreal_moss/preproc/S-13-POLJUN-B/S-13-POLJUN-B_paired_1.fastq.gz  FASTQ   DNA    8,473,028  1,186,342,680       50      140      151
./boreal_moss/preproc/N-2-POLJUN-G/N-2-POLJUN-G_paired_1.fastq.gz    FASTQ   DNA   10,843,107  1,507,741,821       50    139.1      151
./boreal_moss/preproc/S-2-POLPIL-B/S-2-POLPIL-B_paired_1.fastq.gz    FASTQ   DNA   12,145,584  1,707,931,418       50    140.6      151
./boreal_moss/preproc/S-1-POLCOM-G/S-1-POLCOM-G_paired_1.fastq.gz    FASTQ   DNA    9,241,166  1,283,221,193       50    138.9      151
./boreal_moss/preproc/S-20-POLPIL-B/S-20-POLPIL-B_paired_1.fastq.gz  FASTQ   DNA   10,981,696  1,539,098,614       50    140.2      151
./boreal_moss/preproc/S-23-POLJUN-B/S-23-POLJUN-B_paired_1.fastq.gz  FASTQ   DNA   11,824,048  1,661,948,678       50    140.6      151
./boreal_moss/preproc/S-10-POLPIL-B/S-10-POLPIL-B_paired_1.fastq.gz  FASTQ   DNA    9,070,491  1,274,415,478       50    140.5      151
./boreal_moss/preproc/S-1-POLJUN-B/S-1-POLJUN-B_paired_1.fastq.gz    FASTQ   DNA   12,020,807  1,680,177,776       50    139.8      151
./boreal_moss/preproc/S-5-DICUND-B/S-5-DICUND-B_paired_1.fastq.gz    FASTQ   DNA   11,735,795  1,637,716,977       50    139.5      151
./boreal_moss/preproc/S-5-POLCOM-B/S-5-POLCOM-B_paired_1.fastq.gz    FASTQ   DNA    7,768,525  1,086,267,883       50    139.8      151
./boreal_moss/preproc/S-24-POLPIL-G/S-24-POLPIL-G_paired_1.fastq.gz  FASTQ   DNA    9,562,719  1,333,014,550       50    139.4      151
./boreal_moss/preproc/S-18-POLJUN-G/S-18-POLJUN-G_paired_1.fastq.gz  FASTQ   DNA    7,272,354  1,009,225,954       50    138.8      151
./boreal_moss/preproc/S-17-POLJUN-G/S-17-POLJUN-G_paired_1.fastq.gz  FASTQ   DNA    7,530,280  1,045,482,280       50    138.8      151
./boreal_moss/preproc/S-9-POLPIL-G/S-9-POLPIL-G_paired_1.fastq.gz    FASTQ   DNA   10,642,822  1,476,410,473       50    138.7      151
./boreal_moss/preproc/S-6-POLPIL-G/S-6-POLPIL-G_paired_1.fastq.gz    FASTQ   DNA   11,789,877  1,641,401,202       50    139.2      151
./boreal_moss/preproc/S-14-POLJUN-B/S-14-POLJUN-B_paired_1.fastq.gz  FASTQ   DNA    9,023,675  1,261,655,555       50    139.8      151
./boreal_moss/preproc/S-5-POLPIL-B/S-5-POLPIL-B_paired_1.fastq.gz    FASTQ   DNA   11,832,874  1,656,441,027       50      140      151
./boreal_moss/preproc/S-6-POLCOM-G/S-6-POLCOM-G_paired_1.fastq.gz    FASTQ   DNA    8,613,981  1,198,827,657       50    139.2      151
./boreal_moss/preproc/S-9-POLCOM-G/S-9-POLCOM-G_paired_1.fastq.gz    FASTQ   DNA    8,373,993  1,161,689,152       50    138.7      151
./boreal_moss/preproc/W-2-TORTOR-G/W-2-TORTOR-G_paired_1.fastq.gz    FASTQ   DNA    6,975,237    972,752,447       50    139.5      151
./boreal_moss/preproc/S-27-POLPIL-B/S-27-POLPIL-B_paired_1.fastq.gz  FASTQ   DNA    9,310,256  1,299,199,598       50    139.5      151
./boreal_moss/preproc/S-13-POLPIL-G/S-13-POLPIL-G_paired_1.fastq.gz  FASTQ   DNA   10,383,952  1,439,556,928       50    138.6      151
./boreal_moss/preproc/S-9-DICUND-G/S-9-DICUND-G_paired_1.fastq.gz    FASTQ   DNA   10,490,142  1,459,534,940       50    139.1      151
./boreal_moss/preproc/S-2-POLJUN-G/S-2-POLJUN-G_paired_1.fastq.gz    FASTQ   DNA    8,017,087  1,114,027,965       50      139      151
./boreal_moss/preproc/S-6-DICUND-G/S-6-DICUND-G_paired_1.fastq.gz    FASTQ   DNA   10,837,465  1,505,676,092       50    138.9      151
./boreal_moss/preproc/S-20-POLJUN-G/S-20-POLJUN-G_paired_1.fastq.gz  FASTQ   DNA    8,456,136  1,170,991,851       50    138.5      151
./boreal_moss/preproc/S-2-POLCOM-B/S-2-POLCOM-B_paired_1.fastq.gz    FASTQ   DNA    8,402,906  1,173,812,184       50    139.7      151
./boreal_moss/preproc/S-23-POLPIL-G/S-23-POLPIL-G_paired_1.fastq.gz  FASTQ   DNA    9,777,498  1,359,898,142       50    139.1      151
./boreal_moss/preproc/S-10-POLJUN-G/S-10-POLJUN-G_paired_1.fastq.gz  FASTQ   DNA    8,797,486  1,225,994,892       50    139.4      151
./boreal_moss/preproc/S-24-POLJUN-B/S-24-POLJUN-B_paired_1.fastq.gz  FASTQ   DNA    9,622,710  1,347,899,155       50    140.1      151
./boreal_moss/preproc/S-18-POLPIL-B/S-18-POLPIL-B_paired_1.fastq.gz  FASTQ   DNA   10,973,368  1,535,220,042       50    139.9      151
./boreal_moss/preproc/S-17-POLPIL-B/S-17-POLPIL-B_paired_1.fastq.gz  FASTQ   DNA   12,279,937  1,716,709,446       50    139.8      151
./boreal_moss/preproc/S-9-POLJUN-B/S-9-POLJUN-B_paired_1.fastq.gz    FASTQ   DNA   11,161,688  1,566,252,484       50    140.3      151
./boreal_moss/preproc/S-22-POLJUN-B/S-22-POLJUN-B_paired_1.fastq.gz  FASTQ   DNA    9,109,098  1,277,209,146       50    140.2      151
./boreal_moss/preproc/S-4-DICUND-B/S-4-DICUND-B_paired_1.fastq.gz    FASTQ   DNA    8,362,165  1,165,810,010       50    139.4      151
./boreal_moss/preproc/S-11-POLPIL-B/S-11-POLPIL-B_paired_1.fastq.gz  FASTQ   DNA   11,793,931  1,656,091,997       50    140.4      151
./boreal_moss/preproc/S-25-POLPIL-G/S-25-POLPIL-G_paired_1.fastq.gz  FASTQ   DNA    8,584,115  1,195,802,601       50    139.3      151
./boreal_moss/preproc/S-4-POLCOM-B/S-4-POLCOM-B_paired_1.fastq.gz    FASTQ   DNA   12,113,491  1,697,101,561       50    140.1      151
./boreal_moss/preproc/W-1-POLJUN-G/W-1-POLJUN-G_paired_1.fastq.gz    FASTQ   DNA    8,574,927  1,191,328,716       50    138.9      151
./boreal_moss/preproc/S-7-POLPIL-G/S-7-POLPIL-G_paired_1.fastq.gz    FASTQ   DNA    9,756,395  1,356,975,933       50    139.1      151
./boreal_moss/preproc/S-8-POLPIL-G/S-8-POLPIL-G_paired_1.fastq.gz    FASTQ   DNA   10,637,427  1,468,990,782       50    138.1      151
./boreal_moss/preproc/S-16-POLJUN-G/S-16-POLJUN-G_paired_1.fastq.gz  FASTQ   DNA    7,287,247  1,011,655,110       50    138.8      151
./boreal_moss/preproc/S-15-POLPIL-G/S-15-POLPIL-G_paired_1.fastq.gz  FASTQ   DNA   10,315,654  1,429,733,219       50    138.6      151
./boreal_moss/preproc/S-26-POLJUN-G/S-26-POLJUN-G_paired_1.fastq.gz  FASTQ   DNA    8,481,809  1,181,606,724       50    139.3      151
./boreal_moss/preproc/S-3-POLPIL-B/S-3-POLPIL-B_paired_1.fastq.gz    FASTQ   DNA   11,505,383  1,611,657,474       50    140.1      151
./boreal_moss/preproc/N-3-POLJUN-G/N-3-POLJUN-G_paired_1.fastq.gz    FASTQ   DNA    9,931,847  1,389,261,910       50    139.9      151
./boreal_moss/preproc/S-12-POLJUN-B/S-12-POLJUN-B_paired_1.fastq.gz  FASTQ   DNA   10,334,804  1,446,812,836       50      140      151
./boreal_moss/preproc/S-22-POLPIL-G/S-22-POLPIL-G_paired_1.fastq.gz  FASTQ   DNA    8,110,345  1,127,318,323       50      139      151
./boreal_moss/preproc/S-3-POLCOM-B/S-3-POLCOM-B_paired_1.fastq.gz    FASTQ   DNA    9,305,161  1,302,241,745       50    139.9      151
./boreal_moss/preproc/S-11-POLJUN-G/S-11-POLJUN-G_paired_1.fastq.gz  FASTQ   DNA    9,763,624  1,360,053,517       50    139.3      151
./boreal_moss/preproc/S-25-POLJUN-B/S-25-POLJUN-B_paired_1.fastq.gz  FASTQ   DNA    9,215,432  1,292,943,847       50    140.3      151
./boreal_moss/preproc/S-7-POLJUN-B/S-7-POLJUN-B_paired_1.fastq.gz    FASTQ   DNA   11,127,213  1,561,156,829       50    140.3      151
./boreal_moss/preproc/S-3-DICUND-B/S-3-DICUND-B_paired_1.fastq.gz    FASTQ   DNA   10,991,945  1,531,432,644       50    139.3      151
./boreal_moss/preproc/S-8-POLJUN-B/S-8-POLJUN-B_paired_1.fastq.gz    FASTQ   DNA   12,293,902  1,720,319,139       50    139.9      151
./boreal_moss/preproc/S-16-POLPIL-B/S-16-POLPIL-B_paired_1.fastq.gz  FASTQ   DNA   10,706,088  1,500,572,935       50    140.2      151
./boreal_moss/preproc/S-19-POLPIL-B/S-19-POLPIL-B_paired_1.fastq.gz  FASTQ   DNA   12,128,440  1,697,507,869       50      140      151
./boreal_moss/preproc/S-4-POLPIL-B/S-4-POLPIL-B_paired_1.fastq.gz    FASTQ   DNA   15,985,358  2,236,110,551       50    139.9      151
./boreal_moss/preproc/S-15-POLJUN-B/S-15-POLJUN-B_paired_1.fastq.gz  FASTQ   DNA    8,367,260  1,168,515,647       50    139.7      151
./boreal_moss/preproc/S-26-POLPIL-B/S-26-POLPIL-B_paired_1.fastq.gz  FASTQ   DNA   11,403,858  1,595,833,645       50    139.9      151
./boreal_moss/preproc/S-8-POLCOM-G/S-8-POLCOM-G_paired_1.fastq.gz    FASTQ   DNA   11,223,171  1,563,214,430       50    139.3      151
./boreal_moss/preproc/S-7-POLCOM-G/S-7-POLCOM-G_paired_1.fastq.gz    FASTQ   DNA    9,700,631  1,350,209,856       50    139.2      151
./boreal_moss/preproc/S-7-DICUND-G/S-7-DICUND-G_paired_1.fastq.gz    FASTQ   DNA   13,747,141  1,920,845,226       50    139.7      151
./boreal_moss/preproc/S-3-POLJUN-G/S-3-POLJUN-G_paired_1.fastq.gz    FASTQ   DNA    8,225,430  1,143,241,094       50      139      151
./boreal_moss/preproc/S-8-DICUND-G/S-8-DICUND-G_paired_1.fastq.gz    FASTQ   DNA   11,296,913  1,571,106,354       50    139.1      151
./boreal_moss/preproc/S-12-POLPIL-G/S-12-POLPIL-G_paired_1.fastq.gz  FASTQ   DNA    9,025,787  1,267,315,526       50    140.4      151
./boreal_moss/preproc/S-21-POLJUN-G/S-21-POLJUN-G_paired_1.fastq.gz  FASTQ   DNA   10,717,852  1,489,264,860       50      139      151
./Bee/preproc/SRR13256654/SRR13256654_paired_1.fastq  FASTQ   DNA    383,860  81,961,081       50    213.5      251
./Bee/preproc/SRR13256666/SRR13256666_paired_1.fastq  FASTQ   DNA    375,084  82,243,090       50    219.3      251
./Bee/preproc/SRR13256661/SRR13256661_paired_1.fastq  FASTQ   DNA    332,969  72,965,350       50    219.1      251
./Bee/preproc/SRR13256653/SRR13256653_paired_1.fastq  FASTQ   DNA    401,801  87,113,057       50    216.8      251
./Bee/preproc/SRR13256659/SRR13256659_paired_1.fastq  FASTQ   DNA    338,409  72,855,898       50    215.3      251
./Bee/preproc/SRR13256672/SRR13256672_paired_1.fastq  FASTQ   DNA    348,469  73,051,504       50    209.6      301
./Bee/preproc/SRR13256640/SRR13256640_paired_1.fastq  FASTQ   DNA    297,005  61,576,045       50    207.3      301
./Bee/preproc/SRR13256644/SRR13256644_paired_1.fastq  FASTQ   DNA    289,889  58,942,475       50    203.3      301
./Bee/preproc/SRR13256639/SRR13256639_paired_1.fastq  FASTQ   DNA    444,311  90,553,070       50    203.8      301
./Bee/preproc/SRR13256676/SRR13256676_paired_1.fastq  FASTQ   DNA    288,599  59,472,670       50    206.1      301
./Bee/preproc/SRR13256657/SRR13256657_paired_1.fastq  FASTQ   DNA    345,669  74,225,291       50    214.7      251
./Bee/preproc/SRR13256668/SRR13256668_paired_1.fastq  FASTQ   DNA    333,721  72,342,036       50    216.8      251
./Bee/preproc/SRR13256662/SRR13256662_paired_1.fastq  FASTQ   DNA    351,508  77,745,803       50    221.2      251
./Bee/preproc/SRR13256650/SRR13256650_paired_1.fastq  FASTQ   DNA    383,215  80,273,118       50    209.5      251
./Bee/preproc/SRR13256643/SRR13256643_paired_1.fastq  FASTQ   DNA    307,578  64,648,964       50    210.2      301
./Bee/preproc/SRR13256649/SRR13256649_paired_1.fastq  FASTQ   DNA    397,855  85,438,778       50    214.7      251
./Bee/preproc/SRR13256673/SRR13256673_paired_1.fastq  FASTQ   DNA    330,004  70,292,501       50      213      301
./Bee/preproc/SRR13256641/SRR13256641_paired_1.fastq  FASTQ   DNA    399,460  80,414,660       50    201.3      301
./Bee/preproc/SRR13256660/SRR13256660_paired_1.fastq  FASTQ   DNA    380,508  83,211,396       50    218.7      251
./Bee/preproc/SRR13256658/SRR13256658_paired_1.fastq  FASTQ   DNA    326,904  65,148,573       50    199.3      301
./Bee/preproc/SRR13256652/SRR13256652_paired_1.fastq  FASTQ   DNA    378,742  80,135,057       50    211.6      251
./Bee/preproc/SRR13256655/SRR13256655_paired_1.fastq  FASTQ   DNA    336,847  72,648,205       50    215.7      251
./Bee/preproc/SRR13256667/SRR13256667_paired_1.fastq  FASTQ   DNA    334,388  72,895,745       50      218      251
./Bee/preproc/SRR13256646/SRR13256646_paired_1.fastq  FASTQ   DNA    339,724  71,186,085       50    209.5      301
./Bee/preproc/SRR13256674/SRR13256674_paired_1.fastq  FASTQ   DNA    288,855  62,679,870       50      217      301
./Bee/preproc/SRR13256670/SRR13256670_paired_1.fastq  FASTQ   DNA    317,887  65,144,498       50    204.9      301
./Bee/preproc/SRR13256648/SRR13256648_paired_1.fastq  FASTQ   DNA    320,406  65,233,856       50    203.6      251
./Bee/preproc/SRR13256642/SRR13256642_paired_1.fastq  FASTQ   DNA    296,832  61,830,372       50    208.3      301
./Bee/preproc/SRR13256663/SRR13256663_paired_1.fastq  FASTQ   DNA    296,656  53,579,324       50    180.6      251
./Bee/preproc/SRR13256669/SRR13256669_paired_1.fastq  FASTQ   DNA    250,168  54,898,261       50    219.4      301
./Bee/preproc/SRR13256651/SRR13256651_paired_1.fastq  FASTQ   DNA    381,688  81,713,294       50    214.1      251
./Bee/preproc/SRR13256656/SRR13256656_paired_1.fastq  FASTQ   DNA    383,690  83,297,565       50    217.1      251
./Bee/preproc/SRR13256664/SRR13256664_paired_1.fastq  FASTQ   DNA    352,097  77,211,377       50    219.3      251
./Bee/preproc/SRR13256638/SRR13256638_paired_1.fastq  FASTQ   DNA    311,758  62,507,122       50    200.5      301
./Bee/preproc/SRR13256645/SRR13256645_paired_1.fastq  FASTQ   DNA    315,689  58,226,518       50    184.4      301
./Saliva/preproc/GQ9/GQ9_paired_1.fastq      FASTQ   DNA   17,407,596  2,412,392,940       40    138.6      151
./Saliva/preproc/GQ3/GQ3_paired_1.fastq      FASTQ   DNA    9,186,394  1,268,986,772       40    138.1      151
./Saliva/preproc/GQ24/GQ24_paired_1.fastq    FASTQ   DNA    4,507,488    626,323,177       40      139      151
./Saliva/preproc/GQ16/GQ16_paired_1.fastq    FASTQ   DNA    3,483,139    481,608,726       40    138.3      151
./Saliva/preproc/GQ11/GQ11_paired_1.fastq    FASTQ   DNA    1,839,053    254,537,295       40    138.4      151
./Saliva/preproc/GQ4/GQ4_paired_1.fastq      FASTQ   DNA    2,552,267    354,053,618       40    138.7      151
./Saliva/preproc/GQ23/GQ23_paired_1.fastq    FASTQ   DNA   10,383,825  1,434,426,613       40    138.1      151
./Saliva/preproc/GQ15/GQ15_paired_1.fastq    FASTQ   DNA    7,737,279  1,072,298,575       40    138.6      151
./Saliva/preproc/GQ12/GQ12_paired_1.fastq    FASTQ   DNA    1,736,531    240,505,817       40    138.5      151
./Saliva/preproc/GQ18/GQ18_paired_1.fastq    FASTQ   DNA   25,698,891  3,540,217,165       40    137.8      151
./Saliva/preproc/GQ20/GQ20_paired_1.fastq    FASTQ   DNA    6,451,638    895,610,500       40    138.8      151
./Saliva/preproc/GQ7/GQ7_paired_1.fastq      FASTQ   DNA    5,655,927    782,702,103       40    138.4      151
