#Classification	S-6-DICUND-G_bracken_F.kreport
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	2
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1278
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	1278
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	1234
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	42
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	745
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	537
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae	336
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae	96
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Lichenihabitantaceae	64
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae	39
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	106
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	106
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	101
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	101
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	3
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	3
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Labilitrichaceae	3
k__Bacteria|p__Acidobacteria	447
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	447
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	446
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	446
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales	1
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Bryobacteraceae	1
k__Bacteria|p__Bacteroidetes	35
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	34
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	34
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	34
k__Bacteria|p__Bacteroidetes|c__Cytophagia	1
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	1
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae	1
k__Bacteria|p__Planctomycetes	15
k__Bacteria|p__Planctomycetes|c__Planctomycetia	15
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	15
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__Gemmataceae	15
k__Eukaryota	2069
k__Eukaryota|k__Viridiplantae	1323
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1323
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	1320
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	1320
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales|f__Funariaceae	1320
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Poales	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Poales|f__Poaceae	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Caryophyllales	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Caryophyllales|f__Chenopodiaceae	1
k__Eukaryota|k__Metazoa	592
k__Eukaryota|k__Metazoa|p__Chordata	592
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	592
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	592
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates|f__Hominidae	592
k__Eukaryota|k__Fungi	153
k__Eukaryota|k__Fungi|p__Ascomycota	153
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	103
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	103
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Trichocomaceae	103
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	34
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales	33
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae	33
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	1
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae	1
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	14
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	14
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Sclerotiniaceae	14
