#Classification	S-25-POLPIL-G_bracken_C.kreport
k__Bacteria|p__Chloroflexi|c__Ardenticatenia	2
k__Bacteria|p__Chloroflexi|c__Caldilineae	1
k__Bacteria|p__Cyanobacteria	15
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria	15
k__Bacteria|p__Tenericutes	12
k__Bacteria|p__Tenericutes|c__Mollicutes	12
k__Bacteria|p__Acidobacteria	33160
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	33148
k__Bacteria|p__Acidobacteria|c__Vicinamibacteria	6
k__Bacteria|p__Acidobacteria|c__Blastocatellia	5
k__Bacteria|p__Bacteroidetes	7287
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	4426
k__Bacteria|p__Bacteroidetes|c__Cytophagia	2318
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	320
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	155
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	67
k__Bacteria|p__Rhodothermaeota	21
k__Bacteria|p__Rhodothermaeota|c__Rhodothermia	21
k__Bacteria|p__Chlorobi	10
k__Bacteria|p__Chlorobi|c__Chlorobia	10
k__Bacteria|p__Gemmatimonadetes	56
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	56
k__Bacteria|p__Planctomycetes	1463
k__Bacteria|p__Planctomycetes|c__Planctomycetia	1355
k__Bacteria|p__Planctomycetes|c__Phycisphaerae	107
k__Bacteria|p__Verrucomicrobia	304
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	129
k__Bacteria|p__Verrucomicrobia|c__Opitutae	159
k__Bacteria|p__Verrucomicrobia|c__Spartobacteria	13
k__Bacteria|p__Verrucomicrobia|c__Methylacidiphilae	1
k__Bacteria|p__Kiritimatiellaeota	96
k__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae	95
k__Bacteria|p__Kiritimatiellaeota|c__Tichowtungiia	1
k__Bacteria|p__Chlamydiae	16
k__Bacteria|p__Chlamydiae|c__Chlamydiia	16
k__Bacteria|p__Spirochaetes	91
k__Bacteria|p__Spirochaetes|c__Spirochaetia	91
k__Bacteria|p__Fusobacteria	65
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	65
k__Bacteria|p__Candidatus_Saccharibacteria	32
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	32
k__Bacteria|p__Chrysiogenetes	27
k__Bacteria|p__Chrysiogenetes|c__Chrysiogenetes	27
k__Bacteria|p__Nitrospirae	10
k__Bacteria|p__Nitrospirae|c__Nitrospira	10
k__Bacteria|p__Thermotogae	8
k__Bacteria|p__Thermotogae|c__Thermotogae	8
k__Bacteria|p__Synergistetes	4
k__Bacteria|p__Synergistetes|c__Synergistia	4
k__Bacteria|p__Deferribacteres	3
k__Bacteria|p__Deferribacteres|c__Deferribacteres	3
k__Eukaryota	188879
k__Eukaryota|k__Viridiplantae	158214
k__Eukaryota|k__Viridiplantae|p__Streptophyta	157986
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	98134
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	59852
k__Eukaryota|k__Viridiplantae|p__Chlorophyta	227
k__Eukaryota|k__Viridiplantae|p__Chlorophyta|c__Chlorophyceae	195
k__Eukaryota|k__Viridiplantae|p__Chlorophyta|c__Mamiellophyceae	32
k__Eukaryota|k__Metazoa	20961
k__Eukaryota|k__Metazoa|p__Chordata	20961
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	20961
k__Eukaryota|k__Fungi	9598
k__Eukaryota|k__Fungi|p__Ascomycota	9287
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	2837
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	1647
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes	1732
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	2431
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	634
k__Eukaryota|k__Fungi|p__Ascomycota|c__Schizosaccharomycetes	3
k__Eukaryota|k__Fungi|p__Basidiomycota	311
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes	154
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	6
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	130
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Tremellomycetes	18
k__Eukaryota|p__Bacillariophyta	33
k__Eukaryota|p__Bacillariophyta|c__Coscinodiscophyceae	33
k__Eukaryota|p__Apicomplexa	23
k__Eukaryota|p__Apicomplexa|c__Aconoidasida	19
k__Eukaryota|p__Apicomplexa|c__Conoidasida	3
k__Eukaryota|p__Cercozoa	21
k__Eukaryota|p__Cercozoa|c__Chlorarachniophyceae	21
k__Eukaryota|p__Euglenozoa	9
k__Eukaryota|p__Euglenozoa|c__Kinetoplastea	9
k__Eukaryota|c__Cryptophyceae	17
k__Archaea	68
k__Archaea|p__Euryarchaeota	64
k__Archaea|p__Euryarchaeota|c__Halobacteria	58
k__Archaea|p__Euryarchaeota|c__Methanomicrobia	4
k__Archaea|p__Euryarchaeota|c__Thermococci	2
k__Archaea|p__Thaumarchaeota	3
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria	3
k__Archaea|p__Crenarchaeota	1
k__Archaea|p__Crenarchaeota|c__Thermoprotei	1
k__Viruses	11
k__Viruses|k__Heunggongvirae	11
k__Viruses|k__Heunggongvirae|p__Uroviricota	11
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	11
