#Classification	S-8-DICUND-G_bracken_F.kreport
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae	630
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae	755
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae	31
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	430
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae	332
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	97
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|f__Casimicrobiaceae	411
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	136
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae	45
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Usitatibacteraceae	22
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae	20
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae	47
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	50982
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	17874
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae	3232
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	13081
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae	266
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Bruguierivoracaceae	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae	1291
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	12632
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	11166
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	1465
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	12192
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	12174
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae	18
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	4352
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Steroidobacteraceae	4247
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae	104
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2581
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae	2581
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	418
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae	411
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae	6
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	281
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	95
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae	186
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	181
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	90
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae	91
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	164
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	164
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	110
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae	39
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae	55
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Woeseiaceae	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Wenzhouxiangellaceae	10
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Immundisolibacterales	65
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Immundisolibacterales|f__Immundisolibacteraceae	65
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	59
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	59
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	36
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	36
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales	11
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales|f__Salinisphaeraceae	11
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	11
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae	9
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae	1
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	3507
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	3313
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae	2287
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Labilitrichaceae	433
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae	187
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae	157
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae	112
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Archangiaceae	45
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Vulgatibacteraceae	28
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Kofleriaceae	62
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	88
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae	88
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	59
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	23
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfomicrobiaceae	35
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	37
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae	16
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Syntrophotaleaceae	20
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae	1
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales	4
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae	4
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales	3
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales|f__Bradymonadaceae	3
k__Bacteria|p__Proteobacteria|c__Oligoflexia	48
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	43
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae	43
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales	3
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Bacteriovoracaceae	3
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales	1
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales|f__Silvanigrellaceae	1
k__Bacteria|p__Cyanobacteria	165355
k__Bacteria|p__Cyanobacteria|o__Nostocales	164304
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	156875
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae	1964
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	386
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae	2479
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae	2343
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Tolypothrichaceae	194
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae	59
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	892
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Leptolyngbyaceae	892
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	68
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Gomontiellaceae	13
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Coleofasciculaceae	43
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae	5
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae	7
k__Bacteria|p__Cyanobacteria|o__Chroococcales	39
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Microcystaceae	35
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae	4
k__Bacteria|p__Cyanobacteria|o__Synechococcales	48
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae	48
k__Bacteria|p__Cyanobacteria|o__Gloeomargaritales	1
k__Bacteria|p__Cyanobacteria|o__Gloeomargaritales|f__Gloeomargaritaceae	1
k__Bacteria|p__Actinobacteria	97778
k__Bacteria|p__Actinobacteria|c__Actinomycetia	84431
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	53103
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	53103
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	12107
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae	9888
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae	687
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	946
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae	233
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Dietziaceae	307
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Tsukamurellaceae	43
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	6707
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae	4034
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	955
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermacoccaceae	339
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Cellulomonadaceae	228
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae	229
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae	24
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ruaniaceae	63
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Promicromonosporaceae	210
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae	258
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ornithinimicrobiaceae	119
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Beutenbergiaceae	244
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	2606
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae	2606
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	2303
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	1512
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	565
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Kribbellaceae	175
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Actinopolymorphaceae	49
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	2076
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Thermomonosporaceae	1431
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae	494
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Nocardiopsaceae	150
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	1381
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae	1381
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales	1348
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales|f__Catenulisporaceae	1348
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	695
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae	695
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales	595
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales|f__Frankiaceae	595
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Sporichthyales	464
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Sporichthyales|f__Sporichthyaceae	464
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	393
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales|f__Nakamurellaceae	393
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	292
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales|f__Jatrophihabitantaceae	292
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	130
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	130
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales	102
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales|f__Jiangellaceae	102
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Kineosporiales	63
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Kineosporiales|f__Kineosporiaceae	63
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Acidothermales	27
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Acidothermales|f__Acidothermaceae	27
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Glycomycetales	16
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Glycomycetales|f__Glycomycetaceae	16
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Candidatus_Nanopelagicales	7
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Candidatus_Nanopelagicales|f__Candidatus_Nanopelagicaceae	7
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinopolysporales	6
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinopolysporales|f__Actinopolysporaceae	6
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	2
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	10365
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	10214
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae	10214
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales	151
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae	151
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	2608
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	2608
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Baekduiaceae	2599
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae	8
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	353
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	353
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae	288
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae	60
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae	4
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria	19
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales	12
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales|f__Euzebyaceae	12
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egicoccales	6
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egicoccales|f__Egicoccaceae	6
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	1
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	1
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	1
k__Bacteria|p__Firmicutes	8998
k__Bacteria|p__Firmicutes|c__Bacilli	8628
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	8429
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	193
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	6781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae	358
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	1095
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	198
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	173
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	25
k__Bacteria|p__Firmicutes|c__Tissierellia	171
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	171
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	171
k__Bacteria|p__Firmicutes|c__Clostridia	111
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	111
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	9
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	97
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Symbiobacteriaceae	2
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales_Family_XVII._Incertae_Sedis	1
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae	1
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	83
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	83
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	83
k__Bacteria|p__Firmicutes|c__Negativicutes	3
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	3
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	3
k__Bacteria|p__Armatimonadetes	86
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia	65
