#Classification	S-7-DICUND-B_bracken_F.kreport
k__Bacteria|p__Firmicutes	48
k__Bacteria|p__Firmicutes|c__Bacilli	48
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	41
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	41
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	6
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	1
k__Bacteria|p__Acidobacteria	4718
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	4718
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	4718
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	4718
k__Bacteria|p__Bacteroidetes	38
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	36
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	36
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	36
k__Bacteria|p__Bacteroidetes|c__Cytophagia	2
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	2
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae	2
k__Bacteria|p__Planctomycetes	20
k__Bacteria|p__Planctomycetes|c__Planctomycetia	20
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	20
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__Gemmataceae	20
k__Bacteria|p__Chlamydiae	1
k__Bacteria|p__Chlamydiae|c__Chlamydiia	1
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales	1
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae	1
k__Eukaryota	1035
k__Eukaryota|k__Viridiplantae	869
k__Eukaryota|k__Viridiplantae|p__Streptophyta	869
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	758
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	758
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales|f__Funariaceae	758
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	111
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Solanales	108
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Solanales|f__Solanaceae	108
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Asterales	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Asterales|f__Asteraceae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Poales	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Poales|f__Poaceae	2
k__Eukaryota|k__Metazoa	134
k__Eukaryota|k__Metazoa|p__Chordata	134
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	134
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	134
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates|f__Hominidae	134
k__Eukaryota|k__Fungi	31
k__Eukaryota|k__Fungi|p__Ascomycota	31
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	23
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	23
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Trichocomaceae	23
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	6
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	6
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Sclerotiniaceae	6
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	1
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	1
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae	1
