run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_strategy	run_alias	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title
SRR20002407	SAMN29453743	SRX16043258	PRJNA854811	539655	human skin metagenome	WGS	582178280_CP04262_S140_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR20002407/SRR20002407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR20002407/SRR20002407_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/007/SRR20002407/SRR20002407	Sample 39	Metagenome or environmental sample from human skin metagenome
SRR20002409	SAMN29453670	SRX16043256	PRJNA854811	539655	human skin metagenome	WGS	582323486_CP04262_S46_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR20002409/SRR20002409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR20002409/SRR20002409_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/009/SRR20002409/SRR20002409	Sample 106	Metagenome or environmental sample from human skin metagenome
SRR20002415	SAMN29453736	SRX16043250	PRJNA854811	539655	human skin metagenome	WGS	582175597_CP04262_S118_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/015/SRR20002415/SRR20002415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/015/SRR20002415/SRR20002415_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/015/SRR20002415/SRR20002415	Sample 32	Metagenome or environmental sample from human skin metagenome
SRR20002416	SAMN29453735	SRX16043249	PRJNA854811	539655	human skin metagenome	WGS	582175591_CP04262_S121_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/016/SRR20002416/SRR20002416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/016/SRR20002416/SRR20002416_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/016/SRR20002416/SRR20002416	Sample 31	Metagenome or environmental sample from human skin metagenome
SRR20002418	SAMN29453733	SRX16043247	PRJNA854811	539655	human skin metagenome	WGS	4000004363_CP04262_S10_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/018/SRR20002418/SRR20002418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/018/SRR20002418/SRR20002418_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/018/SRR20002418/SRR20002418	Sample 3	Metagenome or environmental sample from human skin metagenome
SRR20002420	SAMN29453669	SRX16043245	PRJNA854811	539655	human skin metagenome	WGS	582323485_CP04262_S87_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/020/SRR20002420/SRR20002420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/020/SRR20002420/SRR20002420_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/020/SRR20002420/SRR20002420	Sample 105	Metagenome or environmental sample from human skin metagenome
SRR20002422	SAMN29453715	SRX16043243	PRJNA854811	539655	human skin metagenome	WGS	582380112_CP04262_S151_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/022/SRR20002422/SRR20002422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/022/SRR20002422/SRR20002422_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/022/SRR20002422/SRR20002422	Sample 147	Metagenome or environmental sample from human skin metagenome
SRR20002424	SAMN29453713	SRX16043241	PRJNA854811	539655	human skin metagenome	WGS	582379590_CP04262_S150_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/024/SRR20002424/SRR20002424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/024/SRR20002424/SRR20002424_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/024/SRR20002424/SRR20002424	Sample 145	Metagenome or environmental sample from human skin metagenome
SRR20002427	SAMN29453711	SRX16043238	PRJNA854811	539655	human skin metagenome	WGS	582376219_CP04262_S55_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/027/SRR20002427/SRR20002427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/027/SRR20002427/SRR20002427_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/027/SRR20002427/SRR20002427	Sample 143	Metagenome or environmental sample from human skin metagenome
SRR20002430	SAMN29453708	SRX16043235	PRJNA854811	539655	human skin metagenome	WGS	582375903_CP04262_S101_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/030/SRR20002430/SRR20002430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/030/SRR20002430/SRR20002430_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/030/SRR20002430/SRR20002430	Sample 140	Metagenome or environmental sample from human skin metagenome
SRR20002431	SAMN29453707	SRX16043234	PRJNA854811	539655	human skin metagenome	WGS	4000027072_CP04262_S34_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/031/SRR20002431/SRR20002431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/031/SRR20002431/SRR20002431_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/031/SRR20002431/SRR20002431	Sample 14	Metagenome or environmental sample from human skin metagenome
SRR20002459	SAMN29453771	SRX16043206	PRJNA854811	539655	human skin metagenome	WGS	582188729_CP04262_S136_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/059/SRR20002459/SRR20002459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/059/SRR20002459/SRR20002459_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/059/SRR20002459/SRR20002459	Sample 64	Metagenome or environmental sample from human skin metagenome
SRR20002462	SAMN29453768	SRX16043203	PRJNA854811	539655	human skin metagenome	WGS	582188721_CP04262_S129_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/062/SRR20002462/SRR20002462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/062/SRR20002462/SRR20002462_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/062/SRR20002462/SRR20002462	Sample 61	Metagenome or environmental sample from human skin metagenome
SRR20002465	SAMN29453765	SRX16043200	PRJNA854811	539655	human skin metagenome	WGS	582188591_CP04262_S127_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/065/SRR20002465/SRR20002465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/065/SRR20002465/SRR20002465_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/065/SRR20002465/SRR20002465	Sample 59	Metagenome or environmental sample from human skin metagenome
SRR20002477	SAMN29453723	SRX16043188	PRJNA854811	539655	human skin metagenome	WGS	4000039600_CP04262_S25_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/077/SRR20002477/SRR20002477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/077/SRR20002477/SRR20002477_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/077/SRR20002477/SRR20002477	Sample 20	Metagenome or environmental sample from human skin metagenome
SRR20002482	SAMN29453719	SRX16043183	PRJNA854811	539655	human skin metagenome	WGS	4000036466_CP04262_S31_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/082/SRR20002482/SRR20002482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/082/SRR20002482/SRR20002482_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/082/SRR20002482/SRR20002482	Sample 17	Metagenome or environmental sample from human skin metagenome
SRR20002483	SAMN29453718	SRX16043182	PRJNA854811	539655	human skin metagenome	WGS	4000036412_CP04262_S35_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/083/SRR20002483/SRR20002483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/083/SRR20002483/SRR20002483_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/083/SRR20002483/SRR20002483	Sample 16	Metagenome or environmental sample from human skin metagenome
SRR20002484	SAMN29453717	SRX16043181	PRJNA854811	539655	human skin metagenome	WGS	4000027988_CP04262_S36_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/084/SRR20002484/SRR20002484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/084/SRR20002484/SRR20002484_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/084/SRR20002484/SRR20002484	Sample 15	Metagenome or environmental sample from human skin metagenome
SRR20002487	SAMN29453662	SRX16043178	PRJNA854811	539655	human skin metagenome	WGS	4000001611_CP04262_S12_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/087/SRR20002487/SRR20002487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/087/SRR20002487/SRR20002487_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/087/SRR20002487/SRR20002487	Sample 1	Metagenome or environmental sample from human skin metagenome
SRR20002340	SAMN29453759	SRX16043325	PRJNA854811	539655	human skin metagenome	WGS	582186101_CP04262_S47_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/040/SRR20002340/SRR20002340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/040/SRR20002340/SRR20002340_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/040/SRR20002340/SRR20002340	Sample 53	Metagenome or environmental sample from human skin metagenome
SRR20002345	SAMN29453754	SRX16043320	PRJNA854811	539655	human skin metagenome	WGS	582186038_CP04262_S42_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/045/SRR20002345/SRR20002345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/045/SRR20002345/SRR20002345_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/045/SRR20002345/SRR20002345	Sample 49	Metagenome or environmental sample from human skin metagenome
SRR20002346	SAMN29453753	SRX16043319	PRJNA854811	539655	human skin metagenome	WGS	582186010_CP04262_S48_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/046/SRR20002346/SRR20002346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/046/SRR20002346/SRR20002346_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/046/SRR20002346/SRR20002346	Sample 48	Metagenome or environmental sample from human skin metagenome
SRR20002347	SAMN29453752	SRX16043318	PRJNA854811	539655	human skin metagenome	WGS	582178639_CP04262_S110_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/047/SRR20002347/SRR20002347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/047/SRR20002347/SRR20002347_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/047/SRR20002347/SRR20002347	Sample 47	Metagenome or environmental sample from human skin metagenome
SRR20002348	SAMN29453671	SRX16043317	PRJNA854811	539655	human skin metagenome	WGS	582323498_CP04262_S85_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/048/SRR20002348/SRR20002348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/048/SRR20002348/SRR20002348_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/048/SRR20002348/SRR20002348	Sample 107	Metagenome or environmental sample from human skin metagenome
SRR20002353	SAMN29453747	SRX16043312	PRJNA854811	539655	human skin metagenome	WGS	582178510_CP04262_S108_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/053/SRR20002353/SRR20002353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/053/SRR20002353/SRR20002353_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/053/SRR20002353/SRR20002353	Sample 42	Metagenome or environmental sample from human skin metagenome
SRR20002356	SAMN29453701	SRX16043309	PRJNA854811	539655	human skin metagenome	WGS	582375545_CP04262_S23_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/056/SRR20002356/SRR20002356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/056/SRR20002356/SRR20002356_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/056/SRR20002356/SRR20002356	Sample 134	Metagenome or environmental sample from human skin metagenome
SRR20002358	SAMN29453699	SRX16043307	PRJNA854811	539655	human skin metagenome	WGS	582372658_CP04262_S14_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/058/SRR20002358/SRR20002358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/058/SRR20002358/SRR20002358_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/058/SRR20002358/SRR20002358	Sample 132	Metagenome or environmental sample from human skin metagenome
SRR20002370	SAMN29453688	SRX16043295	PRJNA854811	539655	human skin metagenome	WGS	582354415_CP04262_S8_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/070/SRR20002370/SRR20002370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/070/SRR20002370/SRR20002370_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/070/SRR20002370/SRR20002370	Sample 122	Metagenome or environmental sample from human skin metagenome
SRR20002375	SAMN29453685	SRX16043290	PRJNA854811	539655	human skin metagenome	WGS	4000025890_CP04262_S27_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/075/SRR20002375/SRR20002375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/075/SRR20002375/SRR20002375_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/075/SRR20002375/SRR20002375	Sample 12	Metagenome or environmental sample from human skin metagenome
SRR20002377	SAMN29453683	SRX16043288	PRJNA854811	539655	human skin metagenome	WGS	582353438_CP04262_S59_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/077/SRR20002377/SRR20002377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/077/SRR20002377/SRR20002377_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/077/SRR20002377/SRR20002377	Sample 118	Metagenome or environmental sample from human skin metagenome
SRR20002378	SAMN29453682	SRX16043287	PRJNA854811	539655	human skin metagenome	WGS	582353416_CP04262_S57_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/078/SRR20002378/SRR20002378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/078/SRR20002378/SRR20002378_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/078/SRR20002378/SRR20002378	Sample 117	Metagenome or environmental sample from human skin metagenome
SRR20002379	SAMN29453664	SRX16043286	PRJNA854811	539655	human skin metagenome	WGS	582323314_CP04262_S92_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/079/SRR20002379/SRR20002379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/079/SRR20002379/SRR20002379_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/079/SRR20002379/SRR20002379	Sample 100	Metagenome or environmental sample from human skin metagenome
SRR20002391	SAMN29453803	SRX16043274	PRJNA854811	539655	human skin metagenome	WGS	582322014_CP04262_S54_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/091/SRR20002391/SRR20002391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/091/SRR20002391/SRR20002391_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/091/SRR20002391/SRR20002391	Sample 93	Metagenome or environmental sample from human skin metagenome
SRR20002392	SAMN29453802	SRX16043273	PRJNA854811	539655	human skin metagenome	WGS	582317307_CP04262_S72_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/092/SRR20002392/SRR20002392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/092/SRR20002392/SRR20002392_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/092/SRR20002392/SRR20002392	Sample 92	Metagenome or environmental sample from human skin metagenome
SRR20002395	SAMN29453800	SRX16043270	PRJNA854811	539655	human skin metagenome	WGS	582315080_CP04262_S16_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/095/SRR20002395/SRR20002395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/095/SRR20002395/SRR20002395_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/095/SRR20002395/SRR20002395	Sample 90	Metagenome or environmental sample from human skin metagenome
SRR20002398	SAMN29453797	SRX16043267	PRJNA854811	539655	human skin metagenome	WGS	582314956_CP04262_S63_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/098/SRR20002398/SRR20002398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/098/SRR20002398/SRR20002398_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/098/SRR20002398/SRR20002398	Sample 88	Metagenome or environmental sample from human skin metagenome
