#Classification	S-7-DICUND-B_bracken_F.kreport
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	531
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	531
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	464
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	464
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	387
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	359
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae	28
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	266
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	266
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	252
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae	20
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae	82
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae	80
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae	24
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae	20
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Ferrimonadaceae	11
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Moritellaceae	11
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	229
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae	45
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae	26
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae	124
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae	33
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Immundisolibacterales	153
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Immundisolibacterales|f__Immundisolibacteraceae	153
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	73
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	73
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	62
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae	62
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	55
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae	38
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae	10
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae	6
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales	11
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales|f__Salinisphaeraceae	11
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Kangiellales	3
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Kangiellales|f__Kangiellaceae	3
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	6306
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	4842
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae	2302
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Labilitrichaceae	980
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae	237
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae	429
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Archangiaceae	398
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae	276
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Vulgatibacteraceae	78
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Kofleriaceae	140
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	601
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae	298
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae	277
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Syntrophotaleaceae	25
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	361
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	353
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfomicrobiaceae	6
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfohalobiaceae	1
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	200
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae	101
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae	95
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfosudaceae	1
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfocapsaceae	2
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales	174
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales|f__Desulfarculaceae	174
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales	84
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae	84
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales	38
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales|f__Bradymonadaceae	38
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophales	3
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophales|f__Syntrophaceae	3
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	288
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	250
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	157
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Arcobacteraceae	29
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	18
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Thiovulaceae	37
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Sulfurovaceae	6
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Nautiliales	38
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Nautiliales|f__Nitratiruptoraceae	16
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Nautiliales|f__Nautiliaceae	21
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia	209
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales	209
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales|f__Acidithiobacillaceae	209
k__Bacteria|p__Proteobacteria|c__Oligoflexia	119
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	100
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae	100
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales	17
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales|f__Silvanigrellaceae	17
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales	1
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Halobacteriovoraceae	1
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	20
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilales	20
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilales|f__Hydrogenophilaceae	20
k__Bacteria|p__Proteobacteria|c__Zetaproteobacteria	5
k__Bacteria|p__Proteobacteria|c__Zetaproteobacteria|o__Mariprofundales	5
k__Bacteria|p__Proteobacteria|c__Zetaproteobacteria|o__Mariprofundales|f__Mariprofundaceae	5
k__Bacteria|p__Cyanobacteria	209771
k__Bacteria|p__Cyanobacteria|o__Nostocales	207270
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	156239
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae	14914
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Tolypothrichaceae	22650
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	2291
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae	8411
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae	2220
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae	543
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	1493
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Leptolyngbyaceae	1479
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Pseudanabaenaceae	5
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Prochlorotrichaceae	4
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Thermosynechococcaceae	2
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Oculatellaceae	1
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	436
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Gomontiellaceae	161
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae	150
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Coleofasciculaceae	102
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae	22
k__Bacteria|p__Cyanobacteria|o__Chroococcales	229
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Microcystaceae	162
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Chroococcaceae	37
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae	28
k__Bacteria|p__Cyanobacteria|o__Synechococcales	295
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae	206
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochlorococcaceae	67
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Chamaesiphonaceae	7
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Acaryochloridaceae	7
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Merismopediaceae	7
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria	20
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales	20
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|f__Gloeobacteraceae	20
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales	13
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Dermocarpellaceae	7
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Hyellaceae	5
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales	10
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales|f__Chroococcidiopsidaceae	10
k__Bacteria|p__Cyanobacteria|o__Gloeomargaritales	1
k__Bacteria|p__Cyanobacteria|o__Gloeomargaritales|f__Gloeomargaritaceae	1
k__Bacteria|p__Actinobacteria	154910
k__Bacteria|p__Actinobacteria|c__Actinomycetia	131111
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	27690
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	27690
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	26675
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae	10997
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	5590
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Cellulomonadaceae	1786
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae	1348
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ornithinimicrobiaceae	669
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermacoccaceae	787
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Promicromonosporaceae	1034
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae	1484
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae	529
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ruaniaceae	734
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Bogoriellaceae	308
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Beutenbergiaceae	847
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermatophilaceae	71
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae	166
