#Classification	S-8-DICUND-B_bracken_F.kreport
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phreatobacteraceae	287
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aurantimonadaceae	537
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae	32
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae	1169
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Stappiaceae	1729
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Blastochloridaceae	106
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Parvibaculaceae	1187
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Breoghaniaceae	32
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Chelatococcaceae	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Kaistiaceae	32
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Cohaesibacteraceae	12
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	21094
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	18006
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae	2925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingosinicellaceae	162
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	17430
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	14140
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Azospirillaceae	1901
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	1220
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Elioraeaceae	100
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Stellaceae	55
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Thalassospiraceae	12
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	10079
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	10079
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	2146
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	1564
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Roseobacteraceae	581
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	103
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae	30
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae	72
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	94
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales|f__Hyphomonadaceae	94
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales	29
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Candidatus_Paracaedibacteraceae	29
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales	15
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales|f__Maricaulaceae	15
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	42947
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	15723
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	117
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae	14683
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae	287
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae	379
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae	255
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	12301
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	12138
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae	162
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	6174
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Steroidobacteraceae	6099
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae	75
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	6135
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	2375
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	3759
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	1150
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	1150
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	549
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae	549
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	242
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	241
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	189
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	189
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	149
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	132
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae	17
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	144
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	144
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	136
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae	86
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae	38
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Woeseiaceae	9
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Granulosicoccaceae	3
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	24
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae	11
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae	9
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	14
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae	14
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	7
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae	7
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae	4
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	6776
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	6505
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae	5233
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Labilitrichaceae	275
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae	257
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Archangiaceae	383
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae	205
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae	110
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Vulgatibacteraceae	18
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Kofleriaceae	20
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	208
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae	162
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae	21
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Syntrophotaleaceae	24
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	36
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	36
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales	10
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales|f__Bradymonadaceae	10
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|f__Candidatus_Desulfofervidaceae	9
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	5
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae	3
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfosudaceae	1
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	577
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	577
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	577
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia	48
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales	48
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales|f__Acidithiobacillaceae	48
k__Bacteria|p__Proteobacteria|c__Oligoflexia	39
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	16
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae	16
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales	16
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales|f__Silvanigrellaceae	16
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales	6
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Bacteriovoracaceae	6
k__Bacteria|p__Actinobacteria	239715
k__Bacteria|p__Actinobacteria|c__Actinomycetia	220025
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	119650
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	119650
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	24579
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae	17679
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae	4256
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	2031
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae	553
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Dietziaceae	4
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Tsukamurellaceae	53
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	18337
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae	18337
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	14839
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Thermomonosporaceae	9364
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae	4546
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Nocardiopsaceae	928
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	12719
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae	2764
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	6775
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae	816
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Cellulomonadaceae	812
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ornithinimicrobiaceae	145
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae	56
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ruaniaceae	4
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae	221
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Bogoriellaceae	205
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermacoccaceae	47
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Promicromonosporaceae	326
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae	202
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermatophilaceae	23
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Beutenbergiaceae	317
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	10450
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	5238
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	3377
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Actinopolymorphaceae	969
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Kribbellaceae	864
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	8839
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae	8839
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales	3398
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales|f__Catenulisporaceae	3398
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales	2774
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales|f__Frankiaceae	2774
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	2095
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae	2095
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	816
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales|f__Nakamurellaceae	816
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	481
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	481
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	441
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales|f__Jatrophihabitantaceae	441
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales	440
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales|f__Jiangellaceae	440
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Acidothermales	101
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Acidothermales|f__Acidothermaceae	101
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Glycomycetales	38
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Glycomycetales|f__Glycomycetaceae	38
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinopolysporales	9
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinopolysporales|f__Actinopolysporaceae	9
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Candidatus_Nanopelagicales	8
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Candidatus_Nanopelagicales|f__Candidatus_Nanopelagicaceae	8
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	4
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	4
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	15119
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	14807
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae	14807
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales	311
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae	311
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	3736
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	3736
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Baekduiaceae	3613
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae	123
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	792
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	792
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae	611
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae	168
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae	12
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria	39
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egicoccales	30
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egicoccales|f__Egicoccaceae	30
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales	8
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales|f__Euzebyaceae	8
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2
k__Bacteria|p__Firmicutes	4259
k__Bacteria|p__Firmicutes|c__Bacilli	3329
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2903
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	1196
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	1273
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae	418
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae	11
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	426
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	426
k__Bacteria|p__Firmicutes|c__Clostridia	919
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	919
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	360
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	8
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	531
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Syntrophomonadaceae	18
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	1
k__Bacteria|p__Firmicutes|c__Limnochordia	10
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales	10
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales|f__Limnochordaceae	10
k__Bacteria|p__Cyanobacteria	1542
k__Bacteria|p__Cyanobacteria|o__Nostocales	802
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	713
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae	77
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae	10
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	1
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	677
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Leptolyngbyaceae	677
k__Bacteria|p__Cyanobacteria|o__Synechococcales	53
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae	32
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochlorococcaceae	20
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	6
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae	1
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Coleofasciculaceae	5
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria	2
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales	2
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|f__Gloeobacteraceae	2
k__Bacteria|p__Chloroflexi	1135
k__Bacteria|p__Chloroflexi|c__Anaerolineae	1003
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales	1003
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae	1003
k__Bacteria|p__Chloroflexi|c__Thermomicrobia	99
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales	98
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales|f__Thermomicrobiaceae	98
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales	1
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales|f__Sphaerobacteraceae	1
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	29
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales	29
